rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned
1025886,[13C].[16C]=[15C][15N][14C][18O].[17C]=[17O],[16C]=[15C][15N][14C][18O],C=CNCO
1025888,[13C].[16C]=[15C][15N][14C][18O][17C]=[17O],[16C]=[15C][15N][14C][18O][17C]=[17O],C=CNCOC=O
1025896,[13C].[16C]=[15C][15N]1[14C][18O][17C]1=[17O],[16C]=[15C][15N]1[14C][18O][17C]1=[17O],C=CN1COC1=O
1026200,[13C].[16C]=[15C][17C](=[17O])[18O][14C][15N],[16C]=[15C][17C](=[17O])[18O][14C][15N],C=CC(=O)OCN
1034468,[13C].[15C][16C][17C][17O][14C][15N].[18O],[15C][16C][17C][17O][14C][15N],CCCOCN
1034487,[13C].[15C][16C][17C]1([18O])[15N][14C][17O]1,[15C][16C][17C]1([18O])[15N][14C][17O]1,CCC1(O)NCO1
1034789,[13C].[15N][14C][17O][17C]1[16C][15C][18O]1,[15N][14C][17O][17C]1[16C][15C][18O]1,NCOC1CCO1
1035233,[13C].[18O][17C][17O][14C][15N]1[15C][16C]1,[18O][17C][17O][14C][15N]1[15C][16C]1,OCOCN1CC1
1035253,[13C].[14C]1[15N][15C][16C][17C][18O][17O]1,[14C]1[15N][15C][16C][17C][18O][17O]1,C1NCCCOO1
1035254,[13C].[17O][14C][15N]1[15C][16C][17C][18O]1,[17O][14C][15N]1[15C][16C][17C][18O]1,OCN1CCCO1
1035255,[13C].[18O][17C][16C][15C][15N]1[14C][17O]1,[18O][17C][16C][15C][15N]1[14C][17O]1,OCCCN1CO1
1035259,[13C].[18O][15N]1[14C][17O][17C][16C][15C]1,[18O][15N]1[14C][17O][17C][16C][15C]1,ON1COCCC1
1035260,[13C].[18O][17C]1[16C][15C][15N][14C][17O]1,[18O][17C]1[16C][15C][15N][14C][17O]1,OC1CCNCO1
1035265,[13C].[17O][14C][15N]1[15C][16C][17C]1[18O],[17O][14C][15N]1[15C][16C][17C]1[18O],OCN1CCC1O
1035268,[13C].[14C]1[17O][17C]2[16C][15C][15N]12.[18O],[14C]1[17O][17C]2[16C][15C][15N]12,C1OC2CCN12
1035386,[13C].[16C][15C]1[15N][14C][17O][17C][18O]1,[16C][15C]1[15N][14C][17O][17C][18O]1,CC1NCOCO1
1035418,[13C].[17O][14C][15N][15C]1[16C][17C][18O]1,[17O][14C][15N][15C]1[16C][17C][18O]1,OCNC1CCO1
1035420,[13C].[18O][15C]1[16C][17C][17O][14C][15N]1,[18O][15C]1[16C][17C][17O][14C][15N]1,OC1CCOCN1
1035427,[13C].[14C]1[17O][17C]23[16C][15C]([18O]2)[15N]13,[14C]1[17O][17C]23[16C][15C]([18O]2)[15N]13,C1OC23CC(O2)N13
1035543,[13C].[18O][17C][16C][15C]1[15N][14C][17O]1,[18O][17C][16C][15C]1[15N][14C][17O]1,OCCC1NCO1
1035620,[13C].[16C][15C]=[15N][14C][17O][17C][18O],[16C][15C]=[15N][14C][17O][17C][18O],CC=NCOCO
1035637,[13C].[17O][14C][15N]=[15C][16C][17C][18O],[17O][14C][15N]=[15C][16C][17C][18O],OCN=CCCO
1035640,[13C].[14C]1[15N]=[15C][16C][17C][17O]1.[18O],[14C]1[15N]=[15C][16C][17C][17O]1,C1N=CCCO1
1035741,[13C].[16C][15C][17C][17O][14C][15N].[18O],[16C][15C][17C][17O][14C][15N],CCCOCN
1035745,[13C].[16C][15C][17C]1[17O][14C][15N][18O]1,[16C][15C][17C]1[17O][14C][15N][18O]1,CCC1OCNO1
1035760,[13C].[16C][15C][17C]1([18O])[15N][14C][17O]1,[16C][15C][17C]1([18O])[15N][14C][17O]1,CCC1(O)NCO1
1035776,[13C].[15N][14C][17O][17C]1[15C][16C][18O]1,[15N][14C][17O][17C]1[15C][16C][18O]1,NCOC1CCO1
1035835,[13C].[18O][17C]1[15C][16C][15N][14C][17O]1,[18O][17C]1[15C][16C][15N][14C][17O]1,OC1CCNCO1
1035901,[13C].[15N][14C][17O][18O][17C]1[15C][16C]1,[15N][14C][17O][18O][17C]1[15C][16C]1,NCOOC1CC1
1035902,[13C].[17O][14C][15N][18O][17C]1[15C][16C]1,[17O][14C][15N][18O][17C]1[15C][16C]1,OCNOC1CC1
1035908,[13C].[18O][15N][14C][17O][17C]1[15C][16C]1,[18O][15N][14C][17O][17C]1[15C][16C]1,ONCOC1CC1
1035917,[13C].[17O][14C][15N][17C]1([18O])[15C][16C]1,[17O][14C][15N][17C]1([18O])[15C][16C]1,OCNC1(O)CC1
1035921,[13C].[14C]1[15N][17C]2([15C][16C]2)[17O]1.[18O],[14C]1[15N][17C]2([15C][16C]2)[17O]1,C1NC2(CC2)O1
1036086,[13C].[16C][15C]1[18O][17C]1[17O][14C][15N],[16C][15C]1[18O][17C]1[17O][14C][15N],CC1OC1OCN
1036161,[13C].[15N][14C][17O][17C]1[16C][15C]1[18O],[15N][14C][17O][17C]1[16C][15C]1[18O],NCOC1CC1O
1036357,[13C].[15N][14C][17O][15C]1[16C][17C]1[18O],[15N][14C][17O][15C]1[16C][17C]1[18O],NCOC1CC1O
1036476,[13C].[16C][15C]1[15N][14C][17O][17C]1[18O],[16C][15C]1[15N][14C][17O][17C]1[18O],CC1NCOC1O
1036545,[13C].[17O][14C][15N][15C]1[16C][17C]1[18O],[17O][14C][15N][15C]1[16C][17C]1[18O],OCNC1CC1O
1036551,[13C].[14C]1[15N][15C]2[16C][17C]2[17O]1.[18O],[14C]1[15N][15C]2[16C][17C]2[17O]1,C1NC2CC2O1
1036554,[13C].[14C]1[17O][17C]23[16C][15C]2[15N]1[18O]3,[14C]1[17O][17C]23[16C][15C]2[15N]1[18O]3,C1OC23CC2N1O3
1036862,[13C].[16C][15C]=[17C]([18O])[17O][14C][15N],[16C][15C]=[17C]([18O])[17O][14C][15N],CC=C(O)OCN
1037849,[13C].[16C]=[15C][18O][17C][17O][14C][15N],[16C]=[15C][18O][17C][17O][14C][15N],C=COCOCN
1038165,[13C].[16C]=[15C][15N][14C][17O][17C][18O],[16C]=[15C][15N][14C][17O][17C][18O],C=CNCOCO
1038477,[13C].[16C]=[15C][17C]([18O])[17O][14C][15N],[16C]=[15C][17C]([18O])[17O][14C][15N],C=CC(O)OCN
1048618,[13C].[14C]=[15N][17C](=[17O])[18O][16C].[15C],[14C]=[15N][17C](=[17O])[18O][16C],C=NC(=O)OC
1048706,[13C].[14C]=[15N][16C][18O][17C]=[17O].[15C],[14C]=[15N][16C][18O][17C]=[17O],C=NCOC=O
1048748,[13C].[14C]=[15N][17O][17C][16C].[15C].[18O],[14C]=[15N][17O][17C][16C],C=NOCC
1048752,[13C].[14C]=[15N][17O][17C]([16C])[18O].[15C],[14C]=[15N][17O][17C]([16C])[18O],C=NOC(C)O
1048758,[13C].[14C]=[15N][18O][17C]([16C])=[17O].[15C],[14C]=[15N][18O][17C]([16C])=[17O],C=NOC(C)=O
1048765,[13C].[14C]=[15N][17C]([16C])[17O].[15C].[18O],[14C]=[15N][17C]([16C])[17O],C=NC(C)O
1048767,[13C].[14C]=[15N][17C]([16C])([17O])[18O].[15C],[14C]=[15N][17C]([16C])([17O])[18O],C=NC(C)(O)O
1048768,[13C].[14C]=[15N][17C]1([16C])[17O][18O]1.[15C],[14C]=[15N][17C]1([16C])[17O][18O]1,C=NC1(C)OO1
1048769,[13C].[14C]=[15N][17C]([16C])=[17O].[15C].[18O],[14C]=[15N][17C]([16C])=[17O],C=NC(C)=O
1048784,[13C].[14C]=[15N][18O][16C][17C]=[17O].[15C],[14C]=[15N][18O][16C][17C]=[17O],C=NOCC=O
1048792,[13C].[14C]=[15N][17C](=[17O])[16C][18O].[15C],[14C]=[15N][17C](=[17O])[16C][18O],C=NC(=O)CO
1048815,[13C].[14C]=[15N][18O][17C]1[16C][17O]1.[15C],[14C]=[15N][18O][17C]1[16C][17O]1,C=NOC1CO1
1048823,[13C].[14C]=[15N][17C]1([18O])[16C][17O]1.[15C],[14C]=[15N][17C]1([18O])[16C][17O]1,C=NC1(O)CO1
1048862,[13C].[14C]=[15N][16C][17C][17O].[15C].[18O],[14C]=[15N][16C][17C][17O],C=NCCO
1048864,[13C].[14C]=[15N][16C][17C]([17O])[18O].[15C],[14C]=[15N][16C][17C]([17O])[18O],C=NCC(O)O
1048865,[13C].[14C]=[15N][16C][17C]1[17O][18O]1.[15C],[14C]=[15N][16C][17C]1[17O][18O]1,C=NCC1OO1
1048867,[13C].[14C]=[15N][16C][17C]=[17O].[15C].[18O],[14C]=[15N][16C][17C]=[17O],C=NCC=O
1048868,[13C].[14C]=[15N][16C][17C](=[17O])[18O].[15C],[14C]=[15N][16C][17C](=[17O])[18O],C=NCC(=O)O
1048918,[13C].[14C]=[15N][17O][17C](=[16C])[18O].[15C],[14C]=[15N][17O][17C](=[16C])[18O],C=NOC(=C)O
1049216,[13C].[14C]=[15N][16C][17C](=[17O])[18O][15C],[14C]=[15N][16C][17C](=[17O])[18O][15C],C=NCC(=O)OC
1049492,[13C].[14C]=[15N][18O][17C]([16C])[17O][15C],[14C]=[15N][18O][17C]([16C])[17O][15C],C=NOC(C)OC
1049500,[13C].[14C]=[15N][17C]([16C])([18O])[17O][15C],[14C]=[15N][17C]([16C])([18O])[17O][15C],C=NC(C)(O)OC
1049541,[13C].[14C]=[15N][16C][17C]([18O])[17O][15C],[14C]=[15N][16C][17C]([18O])[17O][15C],C=NCC(O)OC
1050112,[13C].[14C]=[15N][15C][18O][17C]([16C])=[17O],[14C]=[15N][15C][18O][17C]([16C])=[17O],C=NCOC(C)=O
1050205,[13C].[14C]=[15N][15C][17O][17C]([16C])[18O],[14C]=[15N][15C][17O][17C]([16C])[18O],C=NCOC(C)O
1050528,[13C].[14C]=[15N][17O][17C]([15C])([16C])[18O],[14C]=[15N][17O][17C]([15C])([16C])[18O],C=NOC(C)(C)O
1050623,[13C].[14C]=[15N][16C][17C]([15C])([17O])[18O],[14C]=[15N][16C][17C]([15C])([17O])[18O],C=NCC(C)(O)O
1050625,[13C].[14C]=[15N][16C][17C]([15C])=[17O].[18O],[14C]=[15N][16C][17C]([15C])=[17O],C=NCC(C)=O
1051522,[13C].[14C]=[15N][15C][17C]([16C])([17O])[18O],[14C]=[15N][15C][17C]([16C])([17O])[18O],C=NCC(C)(O)O
1051524,[13C].[14C]=[15N][15C][17C]([16C])=[17O].[18O],[14C]=[15N][15C][17C]([16C])=[17O],C=NCC(C)=O
1053080,[13C].[14C]=[15N][18O][16C][15C].[17C]=[17O],[14C]=[15N][18O][16C][15C],C=NOCC
1053089,[13C].[14C]=[15N][17C](=[17O])[18O][16C][15C],[14C]=[15N][17C](=[17O])[18O][16C][15C],C=NC(=O)OCC
1053112,[13C].[14C]=[15N][18O][17C][17O][16C][15C],[14C]=[15N][18O][17C][17O][16C][15C],C=NOCOCC
1053120,[13C].[14C]=[15N][17C]([18O])[17O][16C][15C],[14C]=[15N][17C]([18O])[17O][16C][15C],C=NC(O)OCC
1053166,[13C].[14C]=[15N][16C][15C].[17O]=[17C][18O],[14C]=[15N][16C][15C],C=NCC
1053204,[13C].[14C]=[15N][18O][17C][16C][15C].[17O],[14C]=[15N][18O][17C][16C][15C],C=NOCCC
1053206,[13C].[14C]=[15N][17O][18O][17C][16C][15C],[14C]=[15N][17O][18O][17C][16C][15C],C=NOOCCC
1053217,[13C].[14C]=[15N][17O][17C]([18O])[16C][15C],[14C]=[15N][17O][17C]([18O])[16C][15C],C=NOC(O)CC
1053223,[13C].[14C]=[15N][18O][17C](=[17O])[16C][15C],[14C]=[15N][18O][17C](=[17O])[16C][15C],C=NOC(=O)CC
1053224,[13C].[14C]=[15N][17C][16C][15C].[17O].[18O],[14C]=[15N][17C][16C][15C],C=NCCC
1053227,[13C].[14C]=[15N][17C]([18O])[16C][15C].[17O],[14C]=[15N][17C]([18O])[16C][15C],C=NC(O)CC
1053228,[13C].[14C]=[15N][17C]([16C][15C])[18O][17O],[14C]=[15N][17C]([16C][15C])[18O][17O],C=NC(CC)OO
1053232,[13C].[14C]=[15N][17C]([17O])([18O])[16C][15C],[14C]=[15N][17C]([17O])([18O])[16C][15C],C=NC(O)(O)CC
1053233,[13C].[14C]=[15N][17C]1([16C][15C])[17O][18O]1,[14C]=[15N][17C]1([16C][15C])[17O][18O]1,C=NC1(CC)OO1
1053234,[13C].[14C]=[15N][17C](=[17O])[16C][15C].[18O],[14C]=[15N][17C](=[17O])[16C][15C],C=NC(=O)CC
1053457,[13C].[14C]=[15N][18O][15C][16C].[17C]=[17O],[14C]=[15N][18O][15C][16C],C=NOCC
1053466,[13C].[14C]=[15N][17C](=[17O])[18O][15C][16C],[14C]=[15N][17C](=[17O])[18O][15C][16C],C=NC(=O)OCC
1053507,[13C].[14C]=[15N][16C][15C][18O].[17C]=[17O],[14C]=[15N][16C][15C][18O],C=NCCO
1053508,[13C].[14C]=[15N][16C][15C][18O][17C]=[17O],[14C]=[15N][16C][15C][18O][17C]=[17O],C=NCCOC=O
1053533,[13C].[14C]=[15N][17O][17C]1[16C][15C][18O]1,[14C]=[15N][17O][17C]1[16C][15C][18O]1,C=NOC1CCO1
1053535,[13C].[14C]=[15N][18O][15C][16C][17C]=[17O],[14C]=[15N][18O][15C][16C][17C]=[17O],C=NOCCC=O
1053542,[13C].[14C]=[15N][17C]1([17O])[16C][15C][18O]1,[14C]=[15N][17C]1([17O])[16C][15C][18O]1,C=NC1(O)CCO1
1053543,[13C].[14C]=[15N][17C](=[17O])[16C][15C][18O],[14C]=[15N][17C](=[17O])[16C][15C][18O],C=NC(=O)CCO
1053680,[13C].[14C]=[15N][17C](=[17O])[16C][15C]=[18O],[14C]=[15N][17C](=[17O])[16C][15C]=[18O],C=NC(=O)CC=O
1053727,[13C].[14C]=[15N][18O][17C][17O][15C][16C],[14C]=[15N][18O][17C][17O][15C][16C],C=NOCOCC
1053735,[13C].[14C]=[15N][17C]([18O])[17O][15C][16C],[14C]=[15N][17C]([18O])[17O][15C][16C],C=NC(O)OCC
1053777,[13C].[14C]=[15N][16C][15C][17O][17C][18O],[14C]=[15N][16C][15C][17O][17C][18O],C=NCCOCO
1053798,[13C].[14C]=[15N][18O][17C][16C][15C][17O],[14C]=[15N][18O][17C][16C][15C][17O],C=NOCCCO
1053799,[13C].[14C]=[15N][17O][15C][16C][17C][18O],[14C]=[15N][17O][15C][16C][17C][18O],C=NOCCCO
1053809,[13C].[14C]=[15N][17C]([18O])[16C][15C][17O],[14C]=[15N][17C]([18O])[16C][15C][17O],C=NC(O)CCO
1053812,[13C].[14C]=[15N][17C]1[16C][15C][17O]1.[18O],[14C]=[15N][17C]1[16C][15C][17O]1,C=NC1CCO1
1053971,[13C].[14C]=[15N][17C]12[16C][15C]([17O]1)[18O]2,[14C]=[15N][17C]12[16C][15C]([17O]1)[18O]2,C=NC12CC(O1)O2
1054170,[13C].[14C]=[15N][15C][16C].[17O]=[17C][18O],[14C]=[15N][15C][16C],C=NCC
1054178,[13C].[14C]=[15N][15C][16C][18O].[17C]=[17O],[14C]=[15N][15C][16C][18O],C=NCCO
1054179,[13C].[14C]=[15N][15C][16C][18O][17C]=[17O],[14C]=[15N][15C][16C][18O][17C]=[17O],C=NCCOC=O
1054189,[13C].[14C]=[15N][15C][16C][17O][17C][18O],[14C]=[15N][15C][16C][17O][17C][18O],C=NCCOCO
1054203,[13C].[14C]=[15N][15C][16C][17C].[17O].[18O],[14C]=[15N][15C][16C][17C],C=NCCC
1054206,[13C].[14C]=[15N][15C][16C][17C][18O].[17O],[14C]=[15N][15C][16C][17C][18O],C=NCCCO
1054207,[13C].[14C]=[15N][15C][16C][17C][18O][17O],[14C]=[15N][15C][16C][17C][18O][17O],C=NCCCOO
1054211,[13C].[14C]=[15N][15C][16C][17C]([17O])[18O],[14C]=[15N][15C][16C][17C]([17O])[18O],C=NCCC(O)O
1054212,[13C].[14C]=[15N][15C][16C][17C]1[17O][18O]1,[14C]=[15N][15C][16C][17C]1[17O][18O]1,C=NCCC1OO1
1054214,[13C].[14C]=[15N][15C][16C][17C]=[17O].[18O],[14C]=[15N][15C][16C][17C]=[17O],C=NCCC=O
1054215,[13C].[14C]=[15N][15C][16C][17C](=[17O])[18O],[14C]=[15N][15C][16C][17C](=[17O])[18O],C=NCCC(=O)O
1054280,[13C].[14C]=[15N][15C]([16C])[18O][17C][17O],[14C]=[15N][15C]([16C])[18O][17C][17O],C=NC(C)OCO
1054281,[13C].[14C]=[15N][15C]([16C])[18O].[17C]=[17O],[14C]=[15N][15C]([16C])[18O],C=NC(C)O
1054282,[13C].[14C]=[15N][15C]([16C])[18O][17C]=[17O],[14C]=[15N][15C]([16C])[18O][17C]=[17O],C=NC(C)OC=O
1054301,[13C].[14C]=[15N][15C]1[16C][17C]([17O])[18O]1,[14C]=[15N][15C]1[16C][17C]([17O])[18O]1,C=NC1CC(O)O1
1054302,[13C].[14C]=[15N][15C]([18O])[16C][17C]=[17O],[14C]=[15N][15C]([18O])[16C][17C]=[17O],C=NC(O)CC=O
1054303,[13C].[14C]=[15N][15C]1[16C][17C](=[17O])[18O]1,[14C]=[15N][15C]1[16C][17C](=[17O])[18O]1,C=NC1CC(=O)O1
1054378,[13C].[14C]=[15N][15C]([17O])[16C][17C][18O],[14C]=[15N][15C]([17O])[16C][17C][18O],C=NC(O)CCO
1054381,[13C].[14C]=[15N][15C]1[16C][17C][17O]1.[18O],[14C]=[15N][15C]1[16C][17C][17O]1,C=NC1CCO1
1054490,[13C].[14C]=[15N][17O][17C]([18O])[15C][16C],[14C]=[15N][17O][17C]([18O])[15C][16C],C=NOC(O)CC
1054496,[13C].[14C]=[15N][18O][17C](=[17O])[15C][16C],[14C]=[15N][18O][17C](=[17O])[15C][16C],C=NOC(=O)CC
1054505,[13C].[14C]=[15N][17C]([17O])([18O])[15C][16C],[14C]=[15N][17C]([17O])([18O])[15C][16C],C=NC(O)(O)CC
1054507,[13C].[14C]=[15N][17C](=[17O])[15C][16C].[18O],[14C]=[15N][17C](=[17O])[15C][16C],C=NC(=O)CC
1054602,[13C].[14C]=[15N][16C][15C][17C]([17O])[18O],[14C]=[15N][16C][15C][17C]([17O])[18O],C=NCCC(O)O
1054605,[13C].[14C]=[15N][16C][15C][17C]=[17O].[18O],[14C]=[15N][16C][15C][17C]=[17O],C=NCCC=O
1054606,[13C].[14C]=[15N][16C][15C][17C](=[17O])[18O],[14C]=[15N][16C][15C][17C](=[17O])[18O],C=NCCC(=O)O
1054652,[13C].[14C]=[15N][17O][17C]1[15C][16C]1.[18O],[14C]=[15N][17O][17C]1[15C][16C]1,C=NOC1CC1
1054655,[13C].[14C]=[15N][18O][17C]1([17O])[15C][16C]1,[14C]=[15N][18O][17C]1([17O])[15C][16C]1,C=NOC1(O)CC1
1054664,[13C].[14C]=[15N][17C]1([17O])[15C][16C]1.[18O],[14C]=[15N][17C]1([17O])[15C][16C]1,C=NC1(O)CC1
1054882,[13C].[14C]=[15N][16C][15C]1[18O][17C]1=[17O],[14C]=[15N][16C][15C]1[18O][17C]1=[17O],C=NCC1OC1=O
1054909,[13C].[14C]=[15N][18O][15C]1[16C][17C]1=[17O],[14C]=[15N][18O][15C]1[16C][17C]1=[17O],C=NOC1CC1=O
1055142,[13C].[14C]=[15N][18O][17C]12[16C][15C]1[17O]2,[14C]=[15N][18O][17C]12[16C][15C]1[17O]2,C=NOC12CC1O2
1055388,[13C].[14C]=[15N][15C]([16C])[17C]([17O])[18O],[14C]=[15N][15C]([16C])[17C]([17O])[18O],C=NC(C)C(O)O
1055391,[13C].[14C]=[15N][15C]([16C])[17C]=[17O].[18O],[14C]=[15N][15C]([16C])[17C]=[17O],C=NC(C)C=O
1055392,[13C].[14C]=[15N][15C]([16C])[17C](=[17O])[18O],[14C]=[15N][15C]([16C])[17C](=[17O])[18O],C=NC(C)C(=O)O
1055400,[13C].[14C]=[15N][15C]1[16C][18O][17C]1=[17O],[14C]=[15N][15C]1[16C][18O][17C]1=[17O],C=NC1COC1=O
1055427,[13C].[14C]=[15N][15C]1[16C][17C]1[18O].[17O],[14C]=[15N][15C]1[16C][17C]1[18O],C=NC1CC1O
1055432,[13C].[14C]=[15N][15C]1[16C][17C]1([17O])[18O],[14C]=[15N][15C]1[16C][17C]1([17O])[18O],C=NC1CC1(O)O
1055433,[13C].[14C]=[15N][15C]1[16C][17C]12[17O][18O]2,[14C]=[15N][15C]1[16C][17C]12[17O][18O]2,C=NC1CC12OO2
1055434,[13C].[14C]=[15N][15C]1[16C][17C]1=[17O].[18O],[14C]=[15N][15C]1[16C][17C]1=[17O],C=NC1CC1=O
1056604,[13C].[14C]=[15N][17C](=[17O])[18O][15C]=[16C],[14C]=[15N][17C](=[17O])[18O][15C]=[16C],C=NC(=O)OC=C
1057046,[13C].[14C]=[15N][15C]=[16C].[17O]=[17C][18O],[14C]=[15N][15C]=[16C],C=NC=C
1057229,[13C].[14C]=[15N][18O][17C](=[17O])[15C]=[16C],[14C]=[15N][18O][17C](=[17O])[15C]=[16C],C=NOC(=O)C=C
1076378,[13C].[14C][17C]([16C])([18O])[17O][15N].[15C],[14C][17C]([16C])([18O])[17O][15N],CC(C)(O)ON
1076588,[13C].[14C][17C]([17O])([18O])[16C][15N].[15C],[14C][17C]([17O])([18O])[16C][15N],CC(O)(O)CN
1076593,[13C].[14C][17C](=[17O])[16C][15N].[15C].[18O],[14C][17C](=[17O])[16C][15N],CC(=O)CN
1089586,[13C].[14C][17C](=[17O])[18O][15N][16C][15C],[14C][17C](=[17O])[18O][15N][16C][15C],CC(=O)ONCC
1089876,[13C].[14C][17C]([16C][15C])[17O][15N].[18O],[14C][17C]([16C][15C])[17O][15N],CC(CC)ON
1089881,[13C].[14C][17C]([17O])([16C][15C])[18O][15N],[14C][17C]([17O])([16C][15C])[18O][15N],CC(O)(CC)ON
1089883,[13C].[14C][17C]1([16C][15C])[17O][15N][18O]1,[14C][17C]1([16C][15C])[17O][15N][18O]1,CC1(CC)ONO1
1089905,[13C].[14C][17C]([15N])([17O])[16C][15C].[18O],[14C][17C]([15N])([17O])[16C][15C],CC(N)(O)CC
1090474,[13C].[14C][17C](=[17O])[18O][15C][16C][15N],[14C][17C](=[17O])[18O][15C][16C][15N],CC(=O)OCCN
1090619,[13C].[14C][17C](=[17O])[16C][15C][18O][15N],[14C][17C](=[17O])[16C][15C][18O][15N],CC(=O)CCON
1091279,[13C].[14C][17C]1([18O][15N])[16C][15C][17O]1,[14C][17C]1([18O][15N])[16C][15C][17O]1,CC1(ON)CCO1
1092094,[13C].[14C][17C](=[17O])[18O][15N][15C][16C],[14C][17C](=[17O])[18O][15N][15C][16C],CC(=O)ONCC
1092146,[13C].[14C][17C](=[17O])[18O][16C][15C][15N],[14C][17C](=[17O])[18O][16C][15C][15N],CC(=O)OCCN
1092438,[13C].[14C][17C]([17O])[16C][15C][15N].[18O],[14C][17C]([17O])[16C][15C][15N],CC(O)CCN
1092445,[13C].[14C][17C]([17O])([18O])[16C][15C][15N],[14C][17C]([17O])([18O])[16C][15C][15N],CC(O)(O)CCN
1092446,[13C].[14C][17C]1([16C][15C][15N])[17O][18O]1,[14C][17C]1([16C][15C][15N])[17O][18O]1,CC1(CCN)OO1
1092448,[13C].[14C][17C]1([18O])[16C][15C][15N][17O]1,[14C][17C]1([18O])[16C][15C][15N][17O]1,CC1(O)CCNO1
1092450,[13C].[14C][17C](=[17O])[16C][15C][15N].[18O],[14C][17C](=[17O])[16C][15C][15N],CC(=O)CCN
1092451,[13C].[14C][17C](=[17O])[16C][15C][15N][18O],[14C][17C](=[17O])[16C][15C][15N][18O],CC(=O)CCNO
1092784,[13C].[14C][17C](=[17O])[18O][15C]([16C])[15N],[14C][17C](=[17O])[18O][15C]([16C])[15N],CC(=O)OC(C)N
1092948,[13C].[14C][17C](=[17O])[16C][15C]([15N])[18O],[14C][17C](=[17O])[16C][15C]([15N])[18O],CC(=O)CC(N)O
1093398,[13C].[14C][17C]1([18O])[16C][15C]([15N])[17O]1,[14C][17C]1([18O])[16C][15C]([15N])[17O]1,CC1(O)CC(N)O1
1094030,[13C].[14C][17C]([17O])([18O])[16C][15C]=[15N],[14C][17C]([17O])([18O])[16C][15C]=[15N],CC(O)(O)CC=N
1094034,[13C].[14C][17C](=[17O])[16C][15C]=[15N].[18O],[14C][17C](=[17O])[16C][15C]=[15N],CC(=O)CC=N
2010325,[13C].[15C][16C][17C](=[17O])[14C][18O][15N],[15C][16C][17C](=[17O])[14C][18O][15N],CCC(=O)CON
2011307,[13C].[15N][15C][16C][17C](=[17O])[14C][18O],[15N][15C][16C][17C](=[17O])[14C][18O],NCCC(=O)CO
2025485,[13C].[15C][16C][17C]1([18O][15N])[14C][17O]1,[15C][16C][17C]1([18O][15N])[14C][17O]1,CCC1(ON)CO1
2026467,[13C].[15N][15C][16C][17C]1([18O])[14C][17O]1,[15N][15C][16C][17C]1([18O])[14C][17O]1,NCCC1(O)CO1
2042902,[13C].[15C].[16C][18O][17C](=[17O])[14C][15N],[16C][18O][17C](=[17O])[14C][15N],COC(=O)CN
2042953,[13C].[15C].[16C][17O][17C]([18O])[14C][15N],[16C][17O][17C]([18O])[14C][15N],COC(O)CN
2043050,[13C].[15C].[16C][15N][14C][17C]([17O])[18O],[16C][15N][14C][17C]([17O])[18O],CNCC(O)O
2043056,[13C].[15C].[16C][15N][14C][17C]=[17O].[18O],[16C][15N][14C][17C]=[17O],CNCC=O
2043058,[13C].[15C].[16C][15N][14C][17C](=[17O])[18O],[16C][15N][14C][17C](=[17O])[18O],CNCC(=O)O
2043059,[13C].[15C].[16C][15N]1[14C][17C](=[17O])[18O]1,[16C][15N]1[14C][17C](=[17O])[18O]1,CN1CC(=O)O1
2043086,[13C].[15C].[17O]=[17C]1[14C][15N][16C][18O]1,[17O]=[17C]1[14C][15N][16C][18O]1,O=C1CNCO1
2043169,[13C].[15C].[16C]=[15N][14C][17C](=[17O])[18O],[16C]=[15N][14C][17C](=[17O])[18O],C=NCC(=O)O
2043197,[13C].[15C].[16C][17C][14C][15N].[17O].[18O],[16C][17C][14C][15N],CCCN
2043208,[13C].[15C].[16C][17C]([18O])[14C][15N].[17O],[16C][17C]([18O])[14C][15N],CC(O)CN
2043210,[13C].[15C].[16C][17C]1[14C][15N][18O]1.[17O],[16C][17C]1[14C][15N][18O]1,CC1CNO1
2043219,[13C].[15C].[16C][17C]([14C][15N])[17O][18O],[16C][17C]([14C][15N])[17O][18O],CC(CN)OO
2043220,[13C].[15C].[16C][17C]([17O])[14C][15N][18O],[16C][17C]([17O])[14C][15N][18O],CC(O)CNO
2043225,[13C].[15C].[16C][17C]([17O])([18O])[14C][15N],[16C][17C]([17O])([18O])[14C][15N],CC(O)(O)CN
2043226,[13C].[15C].[16C][17C]1([14C][15N])[17O][18O]1,[16C][17C]1([14C][15N])[17O][18O]1,CC1(CN)OO1
2043227,[13C].[15C].[16C][17C]1([17O])[14C][15N][18O]1,[16C][17C]1([17O])[14C][15N][18O]1,CC1(O)CNO1
2043229,[13C].[15C].[16C][17C]12[14C][15N]([17O]1)[18O]2,[16C][17C]12[14C][15N]([17O]1)[18O]2,CC12CN(O1)O2
2043230,[13C].[15C].[16C][17C](=[17O])[14C][15N].[18O],[16C][17C](=[17O])[14C][15N],CC(=O)CN
2043231,[13C].[15C].[16C][17C](=[17O])[14C][15N][18O],[16C][17C](=[17O])[14C][15N][18O],CC(=O)CNO
2043232,[13C].[15C].[16C][17C](=[17O])[14C][15N]=[18O],[16C][17C](=[17O])[14C][15N]=[18O],CC(=O)CN=O
2043240,[13C].[15C].[16C][17C]1([18O])[14C][15N]1.[17O],[16C][17C]1([18O])[14C][15N]1,CC1(O)CN1
