,smiles,min_dist_all,natoms,drugbank_matches
763,CN1C2OOC21,8.0,6,0
764,CN1C2OC21O,6.0,6,0
765,CN1C(=O)C1O,6.0,6,0
766,Cn1c(=O)c1=O,7.0,6,0
767,CN1C23OC12O3,7.0,6,0
768,C=CONC,5.0,5,1
769,C=COONC,7.0,6,0
770,C=CON(C)O,7.0,6,0
771,C=C(O)ONC,5.0,6,0
772,C=C1ON(C)O1,6.0,6,0
773,C=CNC,3.0,4,265
774,C=CN(C)O,5.0,5,0
775,C=CN(C)OO,8.0,6,0
776,C=C(O)NC,5.0,5,1
777,C=C(NC)OO,7.0,6,0
778,C=C1ON1C,6.0,5,0
779,C=C(O)N(C)O,7.0,6,0
780,C=C1OON1C,8.0,6,0
781,C=C=NC,4.0,4,0
782,CNOC=CO,7.0,6,0
783,CN1OC=CO1,8.0,6,0
784,CNOC1=CO1,6.0,6,0
785,CNOC=C=O,6.0,6,0
786,CNC=CO,5.0,5,11
787,CNC=COO,7.0,6,0
788,Cn1cco1,6.0,5,0
789,CN(O)C=CO,7.0,6,0
790,CN1C=COO1,8.0,6,0
791,CNC1=CO1,6.0,5,0
792,CN(O)C1=CO1,8.0,6,0
793,CNC(O)=CO,7.0,6,0
794,CNc1coo1,8.0,6,0
795,Cn1occ1O,8.0,6,0
796,CN1OC1=CO,8.0,6,0
797,CN=C=CO,6.0,5,0
798,CN=C=COO,8.0,6,0
799,CNC=C=O,5.0,5,0
800,CN(O)C=C=O,6.0,6,0
801,CNC(O)=C=O,6.0,6,0
802,CN1OC1=C=O,7.0,6,0
803,CN=C=C=O,6.0,5,0
804,CNC=C(O)O,5.0,6,0
805,CNC=C1OO1,6.0,6,0
806,Cn1cc(O)o1,6.0,6,0
807,CNC1=C(O)O1,6.0,6,0
808,Cn1oc2c1O2,7.0,6,0
809,CN=C=C(O)O,6.0,6,0
810,CN=C=C1OO1,7.0,6,0
811,CN1C=C1,4.0,4,0
812,CN1C=C1O,6.0,5,0
813,CN1C=C1OO,8.0,6,0
814,Cn1c2oc1=2,7.0,5,0
815,CN1C(O)=C1O,8.0,6,0
816,CN1c2ooc21,9.0,6,0
817,C#CONC,6.0,5,0
818,C#COONC,8.0,6,0
819,C#CON(C)O,8.0,6,0
820,C#CNC,4.0,4,0
821,C#CN(C)O,6.0,5,0
822,C#CN(C)OO,9.0,6,0
823,CNOC#CO,8.0,6,0
824,CN1OC#CO1,9.0,6,0
825,CNC#CO,6.0,5,0
826,CNC#COO,8.0,6,0
827,Cn1c#co1,7.0,5,0
828,CN(O)C#CO,8.0,6,0
829,CN1C#COO1,9.0,6,0
830,CN1C#C1,5.0,4,0
831,OCN1COC1,9.0,6,0
832,O=CN1COC1,8.0,6,0
833,C1OC2OCN12,8.0,6,0
834,CCOCN,5.0,5,839
835,CCOCNO,6.0,6,0
836,CCOCN=O,7.0,6,0
837,CCOOCN,6.0,6,0
838,CCONCO,6.0,6,0
839,CCON1CO1,7.0,6,0
840,CC(O)OCN,4.0,6,13
841,CC1OCNO1,5.0,6,0
842,CC(=O)OCN,3.0,6,5
843,CCNCO,5.0,5,341
844,CCNCOO,7.0,6,0
845,CCN1CO1,6.0,5,0
846,CCN(O)CO,7.0,6,6
847,CCN1COO1,8.0,6,0
848,CC1NCO1,6.0,5,0
849,CC1OCN1O,7.0,6,0
850,CC(O)NCO,6.0,6,5
851,CC1NCOO1,7.0,6,0
852,CC(O)N1CO1,7.0,6,0
853,CC1ON1CO,7.0,6,0
854,CC1(O)NCO1,5.0,6,0
855,CC12OCN1O2,6.0,6,0
856,CC(=O)NCO,5.0,6,68
857,CC(=O)N1CO1,6.0,6,0
858,CC=NCO,6.0,5,23
859,CC=NCOO,9.0,6,5
860,CC1=NCO1,7.0,5,0
861,CC(O)=NCO,7.0,6,1
862,CC1=NCOO1,8.0,6,0
863,NCOCCO,6.0,6,574
864,C1CONCO1,7.0,6,0
865,NCOCC=O,5.0,6,29
866,C1COCN1,6.0,5,54
867,ON1CCOC1,7.0,6,0
868,OC1COCN1,7.0,6,0
869,C1OCN2OC12,8.0,6,0
870,O=C1COCN1,6.0,6,14
871,C1=NCOC1,7.0,5,0
872,OC1=NCOC1,8.0,6,0
873,NCOC1CO1,5.0,6,0
874,OCCNCO,6.0,6,59
875,C1COOCN1,7.0,6,0
876,OCCN1CO1,7.0,6,0
877,OCN1CCO1,7.0,6,0
878,OCC1NCO1,7.0,6,0
879,C1ON2COC12,8.0,6,0
880,OCNC1CO1,7.0,6,0
881,C1OC1N1CO1,8.0,6,0
882,C1NC2(CO2)O1,6.0,6,0
883,OCC=NCO,7.0,6,2
884,C1=NCOOC1,8.0,6,0
885,OCC1=NCO1,8.0,6,0
886,OCN=C1CO1,8.0,6,0
887,OC1CNCO1,5.0,6,0
888,C1OC2CN1O2,6.0,6,0
889,C1NC2OC2O1,6.0,6,0
890,OC1C=NCO1,6.0,6,0
891,C1N=C2OC2O1,7.0,6,0
892,O=CCNCO,5.0,6,121
893,O=CCN1CO1,6.0,6,0
894,O=CC1NCO1,6.0,6,0
895,O=CC=NCO,6.0,6,4
896,O=CC1=NCO1,7.0,6,0
897,O=C1CNCO1,4.0,6,0
898,O=C1C=NCO1,5.0,6,0
899,OCN1CC1,5.0,5,1
900,OOCN1CC1,6.0,6,0
901,C1OC2CN12,6.0,5,0
902,OCN1CC1O,6.0,6,0
903,C1OOC2CN12,7.0,6,0
904,OC12CN1CO2,6.0,6,0
905,O=C1CN1CO,6.0,6,0
906,OC1C2OCN12,8.0,6,0
907,O=C1C2OCN12,7.0,6,0
908,OCN1C2OC21,8.0,6,0
909,C1OC23OC2N13,7.0,6,0
910,C=COCN,5.0,5,2
911,C=COCNO,7.0,6,0
912,C=COCN=O,8.0,6,0
913,C=COOCN,7.0,6,0
914,C=CONCO,7.0,6,0
915,C=CON1CO1,8.0,6,0
916,C=C(O)OCN,5.0,6,0
917,C=C1OCNO1,6.0,6,0
918,C=CNCO,5.0,5,19
919,C=CNCOO,8.0,6,0
920,C=CN1CO1,6.0,5,0
921,C=CN(O)CO,8.0,6,0
922,C=CN1COO1,9.0,6,0
923,C=C1NCO1,6.0,5,0
924,C=C1OCN1O,8.0,6,0
925,C=C(O)NCO,7.0,6,0
926,C=C1NCOO1,8.0,6,0
927,C=C(O)N1CO1,8.0,6,0
928,C=C1ON1CO,8.0,6,0
929,C=C=NCO,6.0,5,0
930,C=C=NCOO,9.0,6,0
931,NCOC=CO,7.0,6,0
932,C1=CONCO1,8.0,6,0
933,NCOC=C=O,6.0,6,0
934,C1=COCN1,6.0,5,0
935,ON1C=COC1,8.0,6,0
936,OC1=COCN1,8.0,6,0
937,C1=C2ON2CO1,9.0,6,0
938,C1=COCN=1,7.0,5,0
939,NCOC1=CO1,6.0,6,0
940,OC=CNCO,7.0,6,0
941,C1=COOCN1,8.0,6,0
942,OC=CN1CO1,8.0,6,0
943,OCn1cco1,8.0,6,0
944,OC=C1NCO1,8.0,6,0
945,c1on2c1OC2,9.0,6,0
946,OCNC1=CO1,8.0,6,0
947,C1=C(N2CO2)O1,9.0,6,0
948,OC=C=NCO,8.0,6,0
949,C1=COOCN=1,9.0,6,0
950,OC1=CNCO1,6.0,6,0
951,c1c2on1CO2,7.0,6,0
952,C1NC2=C(O1)O2,7.0,6,0
953,OC1=C=NCO1,7.0,6,0
954,O=C=CNCO,6.0,6,0
955,O=C=CN1CO1,7.0,6,0
956,O=C=C1NCO1,7.0,6,0
957,O=C=C=NCO,7.0,6,0
958,OCN1C=C1,6.0,5,0
959,OOCN1C=C1,9.0,6,0
960,C1=C2OCN12,7.0,5,0
961,OCN1C=C1O,8.0,6,0
962,C1=C2OOCN12,9.0,6,0
963,OC1=C2OCN12,9.0,6,0
964,OCn1c2oc1=2,9.0,6,0
965,C#COCN,6.0,5,0
966,C#COCNO,8.0,6,0
967,C#COCN=O,9.0,6,0
968,C#COOCN,8.0,6,0
969,C#CONCO,8.0,6,0
970,C#CON1CO1,9.0,6,0
971,C#CNCO,6.0,5,0
972,C#CNCOO,9.0,6,0
973,C#CN1CO1,7.0,5,0
974,C#CN(O)CO,9.0,6,0
975,C#CN1COO1,10.0,6,0
976,NCOC#CO,8.0,6,0
977,C1#CONCO1,9.0,6,0
978,C1#COCN1,7.0,5,0
979,ON1C#COC1,9.0,6,0
980,OC#CNCO,8.0,6,0
981,C1#COOCN1,9.0,6,0
982,OC#CN1CO1,9.0,6,0
983,OCn1c#co1,9.0,6,0
984,OCN1C#C1,7.0,5,0
985,OOCN1C#C1,10.0,6,0
986,CCONC=O,7.0,6,19
987,CCNC=O,5.0,5,2687
988,CCN(O)C=O,6.0,6,30
989,CC(O)NC=O,7.0,6,70
990,CC1ON1C=O,8.0,6,0
991,CC(=O)NC=O,6.0,6,229
992,CC=NC=O,7.0,5,12
993,CC(O)=NC=O,8.0,6,0
994,O=CNCCO,6.0,6,1062
995,O=CN1CCO1,7.0,6,0
996,O=CNC1CO1,8.0,6,0
997,O=CN=CCO,8.0,6,1
998,O=CN=C1CO1,9.0,6,0
999,O=CCNC=O,6.0,6,1130
1000,O=CC=NC=O,7.0,6,1
1001,O=CN1CC1,4.0,5,2
1002,O=CN1CC1O,5.0,6,0
1003,O=CN1CC1=O,6.0,6,0
1004,O=CN1C2OC21,9.0,6,0
1005,C=CONC=O,7.0,6,0
1006,C=CNC=O,6.0,5,120
1007,C=CN(O)C=O,7.0,6,0
1008,C=C(O)NC=O,7.0,6,0
1009,C=C1ON1C=O,8.0,6,0
1010,C=C=NC=O,7.0,5,0
1011,O=CNC=CO,7.0,6,4
1012,O=Cn1cco1,8.0,6,0
1013,O=CNC1=CO1,8.0,6,0
1014,O=CN=C=CO,8.0,6,0
1015,O=C=CNC=O,7.0,6,0
1016,O=C=C=NC=O,8.0,6,0
1017,O=CN1C=C1,7.0,5,0
1018,O=CN1C=C1O,8.0,6,0
1019,O=Cn1c2oc1=2,9.0,6,0
1020,C#CONC=O,8.0,6,0
1021,C#CNC=O,7.0,5,0
1022,C#CN(O)C=O,8.0,6,0
1023,O=CNC#CO,8.0,6,0
1024,O=Cn1c#co1,9.0,6,0
1025,O=CN1C#C1,8.0,5,0
1026,CCOC(N)O,6.0,6,11
1027,CCOC1NO1,7.0,6,0
1028,CC1OC(N)O1,5.0,6,0
1029,CCNC(O)O,5.0,6,8
1030,CCNC1OO1,6.0,6,0
1031,CCN1OC1O,6.0,6,0
1032,CC1NC(O)O1,7.0,6,0
1033,CC1OC2ON12,8.0,6,0
1034,CC12NC(O1)O2,6.0,6,0
1035,CC=NC(O)O,7.0,6,0
1036,CC=NC1OO1,8.0,6,0
1037,CC1=NC(O)O1,8.0,6,0
1038,NC1OCCO1,7.0,6,0
1039,OC1NCCO1,6.0,6,7
1040,C1CN2OC2O1,7.0,6,0
1041,C1OC2NC1O2,8.0,6,0
1042,OC1N=CCO1,8.0,6,0
1043,C1OC2N=C1O2,9.0,6,0
1044,C1NC2OC1O2,6.0,6,0
1045,C1=NC2OC1O2,7.0,6,0
1046,OC(O)N1CC1,4.0,6,0
1047,C1CN1C1OO1,5.0,6,0
1048,OC1OC2CN12,5.0,6,0
1049,C1N2C3OC12O3,6.0,6,0
1050,O1C2OC3C1N23,9.0,6,0
1051,C=COC(N)O,6.0,6,0
1052,C=COC1NO1,7.0,6,0
1053,C=C1OC(N)O1,6.0,6,0
1054,C=CNC(O)O,6.0,6,0
1055,C=CNC1OO1,7.0,6,0
1056,C=CN1OC1O,7.0,6,0
1057,C=C1NC(O)O1,7.0,6,0
1058,C=C1OC2ON12,8.0,6,0
1059,C=C=NC(O)O,7.0,6,0
1060,C=C=NC1OO1,8.0,6,0
1061,NC1OC=CO1,7.0,6,0
1062,OC1NC=CO1,7.0,6,0
1063,C1=CN2OC2O1,8.0,6,0
1064,C1=C2NC(O1)O2,8.0,6,0
1065,OC1N=C=CO1,8.0,6,0
1066,C1=C2OC(N1)O2,7.0,6,0
1067,C1=NC2OC=1O2,8.0,6,0
1068,OC(O)N1C=C1,7.0,6,0
1069,C1=CN1C1OO1,8.0,6,0
1070,OC1OC2=CN21,8.0,6,0
1071,O1C2=C3OC1N23,9.0,6,0
1072,C#COC(N)O,7.0,6,0
1073,C#COC1NO1,8.0,6,0
1074,C#CNC(O)O,7.0,6,0
1075,C#CNC1OO1,8.0,6,0
1076,C#CN1OC1O,8.0,6,0
1077,NC1OC#CO1,8.0,6,0
1078,OC1NC#CO1,8.0,6,0
1079,C1#CN2OC2O1,9.0,6,0
1080,OC(O)N1C#C1,8.0,6,0
1081,C1#CN1C1OO1,9.0,6,0
1082,CCOC(N)=O,5.0,6,253
1083,CCNC(=O)O,4.0,6,233
1084,CCN1OC1=O,5.0,6,0
1085,CC1NC(=O)O1,6.0,6,0
1086,CC=NC(=O)O,6.0,6,2
1087,CC1=NC(=O)O1,7.0,6,0
1088,O=C1NCCO1,5.0,6,36
1089,O=C1N=CCO1,7.0,6,0
1090,O=C(O)N1CC1,3.0,6,1
1091,O=C1OC2CN12,4.0,6,0
1092,C=COC(N)=O,5.0,6,0
1093,C=CNC(=O)O,5.0,6,1
1094,C=CN1OC1=O,6.0,6,0
1095,C=C1NC(=O)O1,6.0,6,0
1096,C=C=NC(=O)O,6.0,6,0
1097,O=c1[nH]cco1,6.0,6,8
1098,O=C1N=C=CO1,7.0,6,0
1099,O=C(O)N1C=C1,6.0,6,0
1100,O=c1oc2cn1-2,7.0,6,0
1101,C#COC(N)=O,6.0,6,0
1102,C#CNC(=O)O,6.0,6,0
1103,C#CN1OC1=O,7.0,6,0
1104,O=c1[nH]c#co1,7.0,6,0
1105,O=C(O)N1C#C1,7.0,6,0
1106,C=NOCC,6.0,5,47
1107,C=NOOCC,7.0,6,0
1108,C=NOC(C)O,5.0,6,1
1109,C=NOC(C)=O,4.0,6,3
1110,C=NCC,4.0,4,370
1111,C=NC(C)O,6.0,5,24
1112,C=NC(C)OO,7.0,6,5
1113,C=NC(C)=O,5.0,5,28
1114,C=NC(C)(O)O,5.0,6,0
1115,C=NC1(C)OO1,6.0,6,0
1116,C=NOCCO,7.0,6,16
1117,C=NOC1CO1,6.0,6,0
1118,C=NOCC=O,6.0,6,11
1119,C=NCCO,6.0,5,78
1120,C=NCCOO,7.0,6,0
1121,C=NC1CO1,7.0,5,0
1122,C=NC(O)CO,7.0,6,4
1123,C=NC1COO1,8.0,6,0
1124,C=NC1(O)CO1,6.0,6,0
1125,C=NC(=O)CO,6.0,6,2
1126,C=NCC=O,5.0,5,92
1127,C=NC(O)C=O,6.0,6,16
1128,C=NC(=O)C=O,7.0,6,0
1129,C=NCC(O)O,5.0,6,0
1130,C=NCC1OO1,6.0,6,0
1131,C=NC1OC1O,6.0,6,0
1132,C=NC12OC1O2,7.0,6,0
1133,C=NCC(=O)O,4.0,6,21
1134,C=NC1OC1=O,5.0,6,0
1135,C=CON=C,6.0,5,0
1136,C=COON=C,8.0,6,0
1137,C=NOC(=C)O,6.0,6,0
1138,C=CN=C,4.0,4,43
1139,C=NC(=C)O,6.0,5,0
1140,C=NC(=C)OO,8.0,6,0
1141,C=NOC=CO,8.0,6,0
1142,C=NOC1=CO1,7.0,6,0
1143,C=NOC=C=O,7.0,6,0
1144,C=NC=CO,6.0,5,0
1145,C=NC=COO,8.0,6,0
1146,C=NC1=CO1,7.0,5,0
1147,C=NC(O)=CO,8.0,6,0
1148,C=Nc1coo1,9.0,6,0
1149,C=NC=C=O,6.0,5,0
1150,C=NC(O)=C=O,7.0,6,0
1151,C=NC=C(O)O,6.0,6,0
1152,C=NC=C1OO1,7.0,6,0
1153,C=NC1=C(O)O1,7.0,6,0
1154,C#CON=C,7.0,5,0
1155,C#COON=C,9.0,6,0
1156,C#CN=C,5.0,4,0
1157,C=NOC#CO,9.0,6,0
1158,C=NC#CO,7.0,5,0
1159,C=NC#COO,9.0,6,0
1160,CCOC=N,6.0,5,39
1161,CCOC=NO,7.0,6,2
1162,CCOOC=N,7.0,6,0
1163,CCON=CO,7.0,6,0
1164,CC(O)OC=N,5.0,6,0
1165,CC1OC=NO1,6.0,6,0
1166,CC(=O)OC=N,4.0,6,1
1167,CCN=CO,6.0,5,58
1168,CCN=COO,8.0,6,0
1169,CC1N=CO1,7.0,5,0
1170,CC(O)N=CO,7.0,6,1
1171,CC1N=COO1,8.0,6,0
1172,CC1(O)N=CO1,6.0,6,0
1173,CC(=O)N=CO,6.0,6,3
1174,N=COCCO,7.0,6,4
1175,C1=NOCCO1,8.0,6,0
1176,N=COCC=O,6.0,6,2
1177,C1=NCCO1,7.0,5,28
1178,OC1COC=N1,8.0,6,0
1179,O=C1COC=N1,7.0,6,2
1180,N=COC1CO1,6.0,6,0
1181,OC=NCCO,7.0,6,26
1182,C1=NCCOO1,8.0,6,0
1183,OCC1N=CO1,8.0,6,0
1184,OC=NC1CO1,8.0,6,0
1185,C1=NC2(CO2)O1,7.0,6,0
1186,OC1CN=CO1,6.0,6,0
1187,C1=NC2OC2O1,7.0,6,0
1188,O=CCN=CO,6.0,6,19
1189,O=CC1N=CO1,7.0,6,0
1190,O=C1CN=CO1,5.0,6,1
1191,C=COC=N,6.0,5,0
1192,C=COC=NO,8.0,6,0
1193,C=COOC=N,8.0,6,0
1194,C=CON=CO,8.0,6,0
1195,C=C(O)OC=N,6.0,6,0
1196,C=C1OC=NO1,7.0,6,0
1197,C=CN=CO,6.0,5,4
1198,C=CN=COO,9.0,6,0
1199,C=C1N=CO1,7.0,5,0
1200,C=C(O)N=CO,8.0,6,0
1201,C=C1N=COO1,9.0,6,0
1202,N=COC=CO,8.0,6,0
1203,C1=CON=CO1,9.0,6,0
1204,N=COC=C=O,7.0,6,0
1205,c1cocn1,7.0,5,68
1206,Oc1cocn1,9.0,6,0
1207,N=COC1=CO1,7.0,6,0
1208,OC=CN=CO,8.0,6,0
1209,C1=COOC=N1,9.0,6,0
1210,OC=C1N=CO1,9.0,6,0
1211,OC=NC1=CO1,9.0,6,0
1212,Oc1cnco1,7.0,6,0
1213,c1nc2c(o1)O2,8.0,6,0
1214,O=C=CN=CO,7.0,6,0
1215,O=C=C1N=CO1,8.0,6,0
1216,C#COC=N,7.0,5,0
1217,C#COC=NO,9.0,6,0
1218,C#COOC=N,9.0,6,0
1219,C#CON=CO,9.0,6,0
1220,C#CN=CO,7.0,5,0
1221,C#CN=COO,10.0,6,0
1222,N=COC#CO,9.0,6,0
1223,C1#CON=CO1,10.0,6,0
1224,c1ncoc#1,8.0,5,0
1225,OC#CN=CO,9.0,6,0
1226,C1#COOC=N1,10.0,6,0
1227,CCON=C=O,8.0,6,0
1228,CCN=C=O,6.0,5,0
1229,CC(O)N=C=O,8.0,6,0
1230,CC(=O)N=C=O,7.0,6,0
1231,O=C=NCCO,7.0,6,0
1232,O=C=NC1CO1,9.0,6,0
1233,O=C=NCC=O,7.0,6,0
1234,C=CON=C=O,8.0,6,0
1235,C=CN=C=O,7.0,5,0
1236,C=C(O)N=C=O,8.0,6,0
1237,O=C=NC=CO,8.0,6,0
1238,O=C=NC1=CO1,9.0,6,0
1239,O=C=CN=C=O,8.0,6,0
1240,C#CON=C=O,9.0,6,0
1241,C#CN=C=O,8.0,5,0
1242,O=C=NC#CO,9.0,6,0
1243,CCOC(=N)O,7.0,6,4
1244,CCOC1=NO1,8.0,6,0
1245,CC1OC(=N)O1,6.0,6,0
1246,CCN=C(O)O,6.0,6,3
1247,CCN=C1OO1,7.0,6,0
1248,CC1N=C(O)O1,8.0,6,0
1249,CC12N=C(O1)O2,7.0,6,0
1250,N=C1OCCO1,8.0,6,0
1251,OC1=NCCO1,7.0,6,0
1252,C1OC2=NC1O2,9.0,6,0
1253,C1N=C2OC1O2,7.0,6,0
1254,C=COC(=N)O,7.0,6,0
1255,C=COC1=NO1,8.0,6,0
1256,C=C1OC(=N)O1,7.0,6,0
1257,C=CN=C(O)O,7.0,6,0
1258,C=CN=C1OO1,8.0,6,0
1259,C=C1N=C(O)O1,8.0,6,0
1260,N=c1occo1,8.0,6,0
1261,Oc1ncco1,8.0,6,1
1262,c1oc2nc1O2,9.0,6,0
1263,c1nc2oc1o2,8.0,6,0
1264,C#COC(=N)O,8.0,6,0
1265,C#COC1=NO1,9.0,6,0
1266,C#CN=C(O)O,8.0,6,0
1267,C#CN=C1OO1,9.0,6,0
1268,N=c1oc#co1,9.0,6,0
1269,Oc1nc#co1,9.0,6,0
1270,CCOC#N,7.0,5,0
1271,CCOOC#N,8.0,6,0
1272,CC(O)OC#N,6.0,6,0
1273,CC(=O)OC#N,5.0,6,0
1274,N#COCCO,8.0,6,0
1275,N#COCC=O,7.0,6,0
1276,N#COC1CO1,7.0,6,0
1277,C=COC#N,7.0,5,0
1278,C=COOC#N,9.0,6,0
1279,C=C(O)OC#N,7.0,6,0
1280,N#COC=CO,9.0,6,0
1281,N#COC=C=O,8.0,6,0
1282,N#COC1=CO1,8.0,6,0
1283,C#COC#N,8.0,5,0
1284,C#COOC#N,10.0,6,0
1285,N#COC#CO,10.0,6,0
1286,CC(C)O,5.0,4,3657
1287,CC(C)OO,6.0,5,14
1288,CC(C)ON,7.0,5,23
1289,CC(C)OON,8.0,6,0
1290,CC(C)ONO,8.0,6,4
1291,CC(C)ON=O,9.0,6,4
1292,CC(C)=O,4.0,4,1060
1293,CC(C)(O)O,4.0,5,145
1294,CC1(C)OO1,5.0,5,0
1295,CC(C)(O)ON,6.0,6,3
1296,CC1(C)ONO1,7.0,6,0
1297,CC(C)N,5.0,4,3598
1298,CC(C)NO,7.0,5,28
1299,CC(C)NOO,8.0,6,0
1300,CC(C)N=O,8.0,5,2
1301,CC(C)N(O)O,8.0,6,0
1302,CC(C)n1oo1,9.0,6,0
1303,CC(C)(N)O,7.0,5,61
1304,CC(C)(N)OO,8.0,6,5
1305,CC1(C)NO1,8.0,5,0
1306,CC(C)(O)NO,8.0,6,0
1307,CC1(C)NOO1,9.0,6,0
1308,CC1(C)ON1O,9.0,6,0
1309,CC(C)(O)N=O,9.0,6,0
1310,CC(C)=N,6.0,4,238
1311,CC(C)=NO,8.0,5,74
1312,CC(C)=NOO,9.0,6,0
1313,CCCO,3.0,4,5380
1314,CCCOO,4.0,5,17
1315,CCCON,5.0,5,60
1316,CCCOON,6.0,6,0
1317,CCCONO,6.0,6,12
1318,CCCON=O,7.0,6,13
1319,CC1CO1,4.0,4,60
1320,CC(O)CO,4.0,5,1961
1321,CC1COO1,5.0,5,0
1322,CC(O)CON,6.0,6,15
1323,CC(CO)ON,6.0,6,14
1324,CC1CONO1,7.0,6,0
1325,CC1(O)CO1,5.0,5,0
1326,CC1(ON)CO1,7.0,6,0
1327,CC(=O)CO,5.0,5,313
1328,CC(=O)CON,7.0,6,0
1329,CC(N)CO,5.0,5,1699
1330,CC(N)COO,6.0,6,0
1331,CC1CON1,6.0,5,0
1332,CC(CO)NO,6.0,6,6
1333,CC1COON1,7.0,6,0
1334,CC1CON1O,7.0,6,0
1335,CC(CO)N=O,7.0,6,1
1336,CC1(N)CO1,6.0,5,0
1337,CC1(NO)CO1,7.0,6,0
1338,CC1(N=O)CO1,8.0,6,0
1339,CC(N)(O)CO,6.0,6,26
1340,CC1(N)COO1,7.0,6,0
1341,CC1(O)CON1,7.0,6,0
1342,CC1(CO)NO1,7.0,6,0
1343,CC12CON1O2,8.0,6,0
1344,CC(=N)CO,6.0,5,28
1345,CC(=N)COO,7.0,6,0
1346,CC1=NOC1,7.0,5,0
1347,CC(CO)=NO,7.0,6,5
1348,CC1=NOOC1,8.0,6,0
1349,CCC=O,2.0,4,4395
1350,CC(O)C=O,3.0,5,766
1351,CC(C=O)ON,5.0,6,7
1352,CC(=O)C=O,4.0,5,78
1353,CC(N)C=O,4.0,5,1667
1354,CC(C=O)NO,5.0,6,4
1355,CC(C=O)N=O,6.0,6,0
1356,CC(N)(O)C=O,5.0,6,36
1357,CC1(C=O)NO1,6.0,6,0
1358,CC(=N)C=O,5.0,5,59
1359,CC(C=O)=NO,6.0,6,33
1360,CCC(O)O,2.0,5,551
1361,CCC1OO1,3.0,5,0
1362,CCC(O)ON,4.0,6,3
1363,CCC1ONO1,5.0,6,0
1364,CC1OC1O,3.0,5,0
1365,CC1OC1ON,5.0,6,0
1366,CC12OC1O2,4.0,5,0
1367,CC(N)C(O)O,4.0,6,91
1368,CC(N)C1OO1,5.0,6,0
1369,CC1NOC1O,5.0,6,0
1370,CC1C2ON1O2,6.0,6,0
1371,CC1(N)OC1O,5.0,6,0
1372,CC12NOC1O2,6.0,6,0
1373,CC(=N)C(O)O,5.0,6,0
1374,CC(=N)C1OO1,6.0,6,0
1375,CC1=NOC1O,6.0,6,0
1376,CCC(=O)O,1.0,5,2357
1377,CCC(=O)ON,3.0,6,5
1378,CC1OC1=O,2.0,5,0
1379,CC(N)C(=O)O,3.0,6,875
1380,CC1NOC1=O,4.0,6,0
1381,CC1(N)OC1=O,4.0,6,0
1382,CC(=N)C(=O)O,4.0,6,14
1383,CC1=NOC1=O,5.0,6,0
1384,CCCN,3.0,4,5570
1385,CCCNO,5.0,5,140
1386,CCCNOO,8.0,6,0
1387,CCCN=O,6.0,5,7
1388,CCCN(O)O,8.0,6,0
1389,CCCn1oo1,9.0,6,0
1390,CC(O)CN,5.0,5,1537
1391,CC(CN)OO,6.0,6,5
1392,CC1CNO1,6.0,5,0
1393,CC(O)CNO,6.0,6,15
1394,CC1CNOO1,7.0,6,0
1395,CC1CN(O)O1,7.0,6,0
1396,CC(O)CN=O,7.0,6,2
1397,CC(=O)CN,4.0,5,148
1398,CC(=O)CNO,5.0,6,0
1399,CC(=O)CN=O,6.0,6,0
1400,CC(O)(O)CN,4.0,6,19
1401,CC1(CN)OO1,5.0,6,0
1402,CC1(O)CNO1,5.0,6,0
1403,CC12CN(O1)O2,6.0,6,0
1404,CC1CN1,3.0,4,5
1405,CC1CN1O,5.0,5,0
1406,CC1CN1OO,8.0,6,0
1407,CC1(O)CN1,5.0,5,0
1408,CC1(OO)CN1,7.0,6,0
1409,CC12CN1O2,6.0,5,0
1410,CC1(O)CN1O,7.0,6,0
1411,CC12CN1OO2,8.0,6,0
1412,CC1=NC1,4.0,4,0
1413,CCC(N)O,5.0,5,563
1414,CCC(N)OO,6.0,6,6
1415,CCC1NO1,6.0,5,0
1416,CCC(O)NO,6.0,6,1
1417,CCC1NOO1,7.0,6,0
1418,CCC1ON1O,7.0,6,0
1419,CCC(O)N=O,7.0,6,0
1420,CC1OC1N,6.0,5,0
1421,CC1OC1NO,7.0,6,0
1422,CC1OC1N=O,8.0,6,0
1423,CC(O)C(N)O,6.0,6,396
1424,CC1OOC1N,7.0,6,0
1425,CC(O)C1NO1,7.0,6,0
1426,CC1ONC1O,7.0,6,0
1427,CC1ON2OC12,8.0,6,0
1428,CC1(O)OC1N,5.0,6,0
1429,CC12ONC1O2,6.0,6,0
1430,CC(=O)C(N)O,5.0,6,2
1431,CC(=O)C1NO1,6.0,6,0
1432,CC1NC1O,6.0,5,0
1433,CC1NC1OO,7.0,6,0
1434,CC1C2ON12,7.0,5,0
1435,CC1C(O)N1O,7.0,6,0
1436,CC1C2OON12,8.0,6,0
1437,CC12NC1O2,7.0,5,0
1438,CC12OC1N2O,8.0,6,0
1439,CC1(O)NC1O,7.0,6,0
1440,CC12NC1OO2,8.0,6,0
1441,CC1(O)C2ON21,8.0,6,0
1442,CC12ON1C2O,8.0,6,0
1443,CC1=NC1O,7.0,5,0
1444,CC1=NC1OO,8.0,6,0
1445,CCC(N)=O,4.0,5,2006
1446,CCC(=O)NO,5.0,6,79
1447,CCC(=O)N=O,6.0,6,0
1448,CC(O)C(N)=O,5.0,6,232
1449,CC1ONC1=O,6.0,6,0
1450,CC(=O)C(N)=O,6.0,6,36
