,smiles,min_dist_all,natoms,drugbank_matches
48204,C1C2=C3OON3CC12,10.0,8,0
48205,C1NC2=C3C1C3O2,8.0,7,0
48206,ON1CC2C3=C1OC32,9.0,8,0
48207,OC1=C2C(O)C2CN1,8.0,8,0
48208,C1NC2=C3C1C3OO2,9.0,8,0
48209,OC1C2=C3ON3CC21,9.0,8,0
48210,OC1=C2C3CN1OC23,9.0,8,0
48211,OC12OC3=C1C2CN3,7.0,8,0
48212,C1C2C3=C4OC32ON14,8.0,8,0
48213,O=C1C2=C(O)NCC12,7.0,8,0
48214,O=C1C2=C3ON3CC12,8.0,8,0
48215,OC1=C2C3CN1C23,9.0,7,0
48216,OOC1=C2C3CN1C23,10.0,8,0
48217,C1C2C3=C4OC32N14,9.0,7,0
48218,OC1=C2C3CN1C23O,9.0,8,0
48219,C1C2C3=C4OOC32N14,10.0,8,0
48220,CC1C=C=NC1,10.0,6,0
48221,CC1CN=C=C1O,10.0,7,0
48222,CC1CN=C=C1OO,11.0,8,0
48223,OCC1C=C=NC1,9.0,7,0
48224,OOCC1C=C=NC1,10.0,8,0
48225,C1=NCC2COC=12,10.0,7,0
48226,OCC1CN=C=C1O,10.0,8,0
48227,C1=NCC2COOC=12,11.0,8,0
48228,O=CC1C=C=NC1,8.0,7,0
48229,O=CC1CN=C=C1O,9.0,8,0
48230,OC(O)C1C=C=NC1,8.0,8,0
48231,C1=CC(C2OO2)CN=1,9.0,8,0
48232,OC1OC2=C=NCC21,9.0,8,0
48233,O=C(O)C1C=C=NC1,7.0,8,0
48234,O=C1OC2=C=NCC12,8.0,8,0
48235,C1=NCC2CC=12,9.0,6,0
48236,OC1C2=C=NCC21,8.0,7,0
48237,OOC1C2=C=NCC21,9.0,8,0
48238,O=C1C2=C=NCC12,7.0,7,0
48239,OC1(O)C2=C=NCC21,7.0,8,0
48240,C1=NCC2C=1C21OO1,8.0,8,0
48241,C#CC(C)CN,9.0,6,0
48242,C#CC(C)CNO,10.0,7,0
48243,C#CC(C)CNOO,11.0,8,0
48244,C#CC(C)CN=O,11.0,7,0
48245,C#CC(C)CN(O)O,11.0,8,0
48246,C#CC(C)Cn1oo1,12.0,8,0
48247,C#CC(CN)CO,8.0,7,0
48248,C#CC(CN)COO,9.0,8,0
48249,C#CC1CNOC1,9.0,7,0
48250,C#CC(CO)CNO,9.0,8,0
48251,C#CC1CNOOC1,10.0,8,0
48252,C#CC1CON(O)C1,10.0,8,0
48253,C#CC(CO)CN=O,10.0,8,0
48254,C#CC(C=O)CN,7.0,7,0
48255,C#CC(C=O)CNO,8.0,8,0
48256,C#CC(C=O)CN=O,9.0,8,0
48257,C#CC(CN)C(O)O,7.0,8,0
48258,C#CC(CN)C1OO1,8.0,8,0
48259,C#CC1CNOC1O,8.0,8,0
48260,C#CC1CN2OC1O2,9.0,8,0
48261,C#CC(CN)C(=O)O,6.0,8,0
48262,C#CC1CNOC1=O,7.0,8,0
48263,C#CC1CNC1,10.0,6,0
48264,C#CC1CN(O)C1,11.0,7,0
48265,C#CC1CN(OO)C1,12.0,8,0
48266,C#CC1CNC1O,9.0,7,0
48267,C#CC1CNC1OO,10.0,8,0
48268,C#CC1CN2OC12,10.0,7,0
48269,C#CC1CN(O)C1O,10.0,8,0
48270,C#CC1CN2OOC12,11.0,8,0
48271,C#CC1CNC1=O,8.0,7,0
48272,C#CC1CN(O)C1=O,9.0,8,0
48273,C#CC1CNC1(O)O,8.0,8,0
48274,C#CC1CNC12OO2,9.0,8,0
48275,C#CC1CN2OC12O,9.0,8,0
48276,C#CC1C=NC1,11.0,6,0
48277,C#CC1CN=C1O,10.0,7,0
48278,C#CC1CN=C1OO,11.0,8,0
48279,CC(C#CO)CN,9.0,7,0
48280,CC(C#COO)CN,10.0,8,0
48281,CC1C#CONC1,10.0,7,0
48282,CC(C#CO)CNO,10.0,8,0
48283,CC1C#COONC1,11.0,8,0
48284,CC1C#CON(O)C1,11.0,8,0
48285,CC(C#CO)CN=O,11.0,8,0
48286,NCC1C#COC1,9.0,7,0
48287,ONCC1C#COC1,10.0,8,0
48288,O=NCC1C#COC1,11.0,8,0
48289,NCC(C#CO)CO,9.0,8,0
48290,NCC1C#COOC1,10.0,8,0
48291,OCC1C#CONC1,10.0,8,0
48292,OC#CC1CNOC1,10.0,8,0
48293,C1#CC2CON(C2)O1,11.0,8,0
48294,NCC1C#COC1O,8.0,8,0
48295,C1#CC2CNOC2O1,9.0,8,0
48296,NCC(C#CO)C=O,8.0,8,0
48297,O=CC1C#CONC1,9.0,8,0
48298,NCC1C#COC1=O,7.0,8,0
48299,OC#CC1CNC1,10.0,7,0
48300,OOC#CC1CNC1,11.0,8,0
48301,C1#CC2CN(C2)O1,11.0,7,0
48302,OC#CC1CN(O)C1,11.0,8,0
48303,C1#CC2CN(C2)OO1,12.0,8,0
48304,C1#CC2CNC2O1,10.0,7,0
48305,ON1CC2C#COC21,11.0,8,0
48306,OC#CC1CNC1O,10.0,8,0
48307,C1#CC2CNC2OO1,11.0,8,0
48308,OC1C2C#CON1C2,11.0,8,0
48309,OC#CC1CN2OC12,11.0,8,0
48310,OC12NCC1C#CO2,9.0,8,0
48311,C1#CC2CN3OC23O1,10.0,8,0
48312,O=C1NCC1C#CO,9.0,8,0
48313,O=C1C2C#CON1C2,10.0,8,0
48314,OC#CC1C=NC1,11.0,7,0
48315,OOC#CC1C=NC1,12.0,8,0
48316,C1#CC2CN=C2O1,11.0,7,0
48317,OC#CC1CN=C1O,11.0,8,0
48318,C1#CC2CN=C2OO1,12.0,8,0
48319,CC1C#CNC1,10.0,6,0
48320,CC1C#CN(O)C1,11.0,7,0
48321,CC1C#CN(OO)C1,12.0,8,0
48322,OCC1C#CNC1,9.0,7,0
48323,OOCC1C#CNC1,10.0,8,0
48324,C1#CN2CC1CO2,10.0,7,0
48325,OCC1C#CN(O)C1,10.0,8,0
48326,C1#CN2CC1COO2,11.0,8,0
48327,O=CC1C#CNC1,8.0,7,0
48328,O=CC1C#CN(O)C1,9.0,8,0
48329,OC(O)C1C#CNC1,8.0,8,0
48330,C1#CC(C2OO2)CN1,9.0,8,0
48331,OC1ON2C#CC1C2,9.0,8,0
48332,O=C(O)C1C#CNC1,7.0,8,0
48333,O=C1ON2C#CC1C2,8.0,8,0
48334,C1#CN2CC1C2,11.0,6,0
48335,OC1C2C#CN1C2,10.0,7,0
48336,OOC1C2C#CN1C2,11.0,8,0
48337,O=C1C2C#CN1C2,9.0,7,0
48338,OC1(O)C2C#CN1C2,9.0,8,0
48339,C1#CN2CC1C21OO1,10.0,8,0
48340,NCC1CCC1,7.0,6,10
48341,ONCC1CCC1,8.0,7,0
48342,OONCC1CCC1,9.0,8,0
48343,O=NCC1CCC1,9.0,7,0
48344,ON(O)CC1CCC1,9.0,8,0
48345,C1CC(Cn2oo2)C1,10.0,8,0
48346,NCC1CCC1O,6.0,7,0
48347,NCC1CCC1OO,7.0,8,0
48348,C1CC2ONCC12,7.0,7,0
48349,ONCC1CCC1O,7.0,8,0
48350,C1CC2OONCC12,8.0,8,0
48351,ON1CC2CCC2O1,8.0,8,0
48352,O=NCC1CCC1O,8.0,8,0
48353,NCC1CCC1=O,5.0,7,0
48354,O=C1CCC1CNO,6.0,8,0
48355,O=NCC1CCC1=O,7.0,8,0
48356,NCC1CCC1(O)O,5.0,8,0
48357,NCC1CCC12OO2,6.0,8,0
48358,OC12CCC1CNO2,6.0,8,0
48359,C1CC23ON(CC12)O3,7.0,8,0
48360,C1CC2NCC12,8.0,6,0
48361,ON1CC2CCC21,9.0,7,0
48362,OON1CC2CCC21,10.0,8,0
48363,OC12CCC1CN2,7.0,7,0
48364,OOC12CCC1CN2,8.0,8,0
48365,C1CC23ON2CC13,8.0,7,0
48366,ON1CC2CCC21O,8.0,8,0
48367,C1CC23OON2CC13,9.0,8,0
48368,C1CC2CN=C12,9.0,6,0
48369,NCC1C2CC1O2,7.0,7,0
48370,ONCC1C2CC1O2,8.0,8,0
48371,O=NCC1C2CC1O2,9.0,8,0
48372,NCC1C(O)CC1O,7.0,8,0
48373,NCC1C2CC1OO2,8.0,8,0
48374,OC1CC2ONCC12,8.0,8,0
48375,C1C2ON3CC2C1O3,9.0,8,0
48376,NCC1C2CC1(O)O2,6.0,8,0
48377,C1NOC23CC(O2)C13,7.0,8,0
48378,NCC1C(=O)CC1O,6.0,8,0
48379,O=C1CC2ONCC12,7.0,8,0
48380,OC1CC2NCC12,7.0,7,0
48381,OOC1CC2NCC21,8.0,8,0
48382,C1C2ON3CC2C13,8.0,7,0
48383,OC1CC2C1CN2O,8.0,8,0
48384,C1C2OON3CC2C13,9.0,8,0
48385,C1NC23CC(O2)C13,8.0,7,0
48386,ON1CC2C3CC21O3,9.0,8,0
48387,OC1CC2(O)NCC12,8.0,8,0
48388,C1NC23CC(OO2)C13,9.0,8,0
48389,OC12CC3ON1CC32,9.0,8,0
48390,OC1CC23ON2CC13,9.0,8,0
48391,OC1CC2=NCC21,8.0,7,0
48392,OOC1CC2=NCC21,9.0,8,0
48393,NCC1C(=O)CC1=O,7.0,8,0
48394,O=C1CC2NCC12,6.0,7,0
48395,O=C1CC2C1CN2O,7.0,8,0
48396,O=C1CC2(O)NCC12,7.0,8,0
48397,O=C1CC23ON2CC13,8.0,8,0
48398,O=C1CC2=NCC12,7.0,7,0
48399,NCC1C23CC1(O2)O3,7.0,8,0
48400,OC1(O)CC2NCC21,6.0,8,0
48401,C1NC2CC3(OO3)C12,7.0,8,0
48402,OC12CC3C1CN3O2,7.0,8,0
48403,OC12CC3(NCC13)O2,7.0,8,0
48404,C1C2C34CC2(O3)N1O4,8.0,8,0
48405,OC1(O)CC2=NCC21,7.0,8,0
48406,C1N=C2CC3(OO3)C12,8.0,8,0
48407,C1C2C3CN2C13,9.0,6,0
48408,OC12CC3C1CN32,8.0,7,0
48409,OOC12CC3C1CN32,9.0,8,0
48410,C1C2C34CC2(O3)N14,9.0,7,0
48411,OC12CC3(O)C1CN23,9.0,8,0
48412,C1C2C34CC2(OO3)N14,10.0,8,0
48413,NCC1C2CC12,8.0,6,0
48414,ONCC1C2CC12,9.0,7,0
48415,OONCC1C2CC12,10.0,8,0
48416,O=NCC1C2CC12,10.0,7,0
48417,ON(O)CC1C2CC21,10.0,8,0
48418,C1C2C1C2Cn1oo1,11.0,8,0
48419,NCC1C2CC12O,7.0,7,0
48420,NCC1C2CC12OO,8.0,8,0
48421,C1NOC23CC2C13,8.0,7,0
48422,ONCC1C2CC12O,8.0,8,0
48423,C1NOOC23CC2C13,9.0,8,0
48424,ON1CC2C3CC23O1,9.0,8,0
48425,O=NCC1C2CC12O,9.0,8,0
48426,C1NC23CC2C13,9.0,6,0
48427,ON1CC2C3CC231,10.0,7,0
48428,OON1CC2C3CC231,11.0,8,0
48429,NCC1C23CC12O3,8.0,7,0
48430,ONCC1C23CC12O3,9.0,8,0
48431,O=NCC1C23CC12O3,10.0,8,0
48432,NCC1C2(O)CC12O,8.0,8,0
48433,NCC1C23CC12OO3,9.0,8,0
48434,OC12CC13ONCC23,9.0,8,0
48435,C1C2C34CC23ON1O4,10.0,8,0
48436,OC12CC13NCC23,8.0,7,0
48437,OOC12CC13NCC32,9.0,8,0
48438,C1C2C34CC23N1O4,9.0,7,0
48439,ON1CC2C3(O)CC213,9.0,8,0
48440,C1C2C34CC23N1OO4,10.0,8,0
48441,C1C2C34CC23N14,10.0,6,0
48442,NCC1C2=C1C2,8.0,6,0
48443,ONCC1C2=C1C2,9.0,7,0
48444,OONCC1C2=C1C2,10.0,8,0
48445,O=NCC1C2=C1C2,10.0,7,0
48446,ON(O)CC1C2=C1C2,10.0,8,0
48447,C1C2=C1C2Cn1oo1,11.0,8,0
48448,NCC1CC(O)C1,8.0,7,0
48449,NCC1CC(OO)C1,9.0,8,0
48450,C1NOC2CC1C2,9.0,7,0
48451,ONCC1CC(O)C1,9.0,8,0
48452,C1NOOC2CC1C2,10.0,8,0
48453,ON1CC2CC(C2)O1,10.0,8,0
48454,O=NCC1CC(O)C1,10.0,8,0
48455,NCC1CC2OC12,7.0,7,0
48456,ONCC1CC2OC12,8.0,8,0
48457,O=NCC1CC2OC12,9.0,8,0
48458,NCC1CC(O)C1O,7.0,8,0
48459,NCC1CC2OOC12,8.0,8,0
48460,OC1C2CNOC1C2,8.0,8,0
48461,OC1CC2CNOC12,8.0,8,0
48462,C1C2CN3OC1C2O3,9.0,8,0
48463,NCC1CC2OC12O,6.0,8,0
48464,C1NOC23OC2CC13,7.0,8,0
48465,NCC1CC(O)C1=O,6.0,8,0
48466,O=C1C2CNOC1C2,7.0,8,0
48467,OC1CC2CNC12,9.0,7,0
48468,OOC1CC2CNC21,10.0,8,0
48469,C1C2CN3OC1C23,10.0,7,0
48470,OC1CC2CN(O)C12,10.0,8,0
48471,C1C2CN3OOC1C23,11.0,8,0
48472,C1NC23OC2CC13,8.0,7,0
48473,ON1CC2CC3OC231,9.0,8,0
48474,OC1CC2CNC12O,8.0,8,0
48475,C1NC23OOC2CC13,9.0,8,0
48476,OC12C3CC1ON2C3,9.0,8,0
48477,OC1CC2CN3OC123,9.0,8,0
48478,OC1CC2CN=C12,10.0,7,0
48479,OOC1CC2CN=C21,11.0,8,0
48480,NCC1C(O)C2OC12,8.0,8,0
48481,C1NOC2C1C1OC21,9.0,8,0
48482,NCC1C(=O)C2OC12,7.0,8,0
48483,C1NC2C1C1OC21,8.0,7,0
48484,ON1CC2C3OC3C21,9.0,8,0
48485,OC12NCC1C1OC12,9.0,8,0
48486,C1C2C3OC3C23ON13,10.0,8,0
48487,C1N=C2C1C1OC21,9.0,7,0
48488,NCC1C2OC1C2O,8.0,8,0
48489,C1NOC2C3OC2C13,9.0,8,0
48490,NCC1C2OC13OC23,7.0,8,0
48491,OC1C(O)C2NCC12,8.0,8,0
48492,C1NC2C1C1OOC21,9.0,8,0
48493,OC1C2CN3OC1C23,9.0,8,0
48494,OC1C2ON3CC2C13,9.0,8,0
48495,OC1C2CNC23OC13,9.0,8,0
48496,C1C2C3ON1C21OC31,10.0,8,0
48497,OC1C2OC13NCC23,9.0,8,0
48498,C1C2C3OC24C3ON14,10.0,8,0
48499,OC1C2=NCC2C1O,9.0,8,0
48500,C1N=C2C1C1OOC21,10.0,8,0
48501,OC12OC1C1NCC12,7.0,8,0
48502,C1C2C3C4OC24ON13,8.0,8,0
48503,C1NC23OC4(OC24)C13,8.0,8,0
48504,OC12OC1C1=NCC12,8.0,8,0
48505,O=C1C(O)C2NCC12,7.0,8,0
48506,O=C1C2CN3OC1C23,8.0,8,0
48507,O=C1C2CNC23OC13,8.0,8,0
48508,O=C1C(O)C2=NCC12,8.0,8,0
48509,OC1C2C3CN2C13,10.0,7,0
48510,OOC1C2C3CN2C31,11.0,8,0
48511,C1C2C3C4OC24N13,9.0,7,0
48512,OC1C2C3CN2C13O,9.0,8,0
48513,C1C2C3C4OOC24N13,10.0,8,0
48514,OC12C3CN1C31OC21,10.0,8,0
48515,OC1C23OC14C2CN34,10.0,8,0
48516,NCC1C2C(O)C12,7.0,7,0
48517,NCC1C2C(OO)C12,8.0,8,0
48518,C1NOC2C3C1C23,8.0,7,0
48519,ONCC1C2C(O)C12,8.0,8,0
48520,C1NOOC2C3C1C23,9.0,8,0
48521,ON1CC2C3C(O1)C23,9.0,8,0
48522,O=NCC1C2C(O)C12,9.0,8,0
48523,NCC1C2C3OC132,8.0,7,0
48524,ONCC1C2C3OC132,9.0,8,0
48525,O=NCC1C2C3OC132,10.0,8,0
48526,NCC1C2C(O)C12O,8.0,8,0
48527,NCC1C2C3OOC132,9.0,8,0
48528,OC12C3CNOC1C32,9.0,8,0
48529,OC1C2C3CNOC132,9.0,8,0
48530,C1C2C3C4ON1OC243,10.0,8,0
48531,OC1C2C3CNC132,8.0,7,0
48532,OOC1C2C3CNC312,9.0,8,0
48533,C1C2C3C4ON1C243,9.0,7,0
48534,OC1C2C3CN(O)C132,9.0,8,0
48535,C1C2C3C4OON1C243,10.0,8,0
48536,NCC1C2(O)C3OC132,9.0,8,0
48537,C1NOC23C1C21OC31,10.0,8,0
48538,C1NC23C1C21OC31,9.0,7,0
48539,ON1CC2C34OC3C214,10.0,8,0
48540,NCC1C23OC12C3O,9.0,8,0
48541,C1NOC2C34OC23C14,10.0,8,0
48542,OC1C2(O)C3CNC132,9.0,8,0
48543,C1NC23C1C21OOC31,10.0,8,0
48544,OC12C3CN4OC1C342,10.0,8,0
48545,OC1C23ON4CC2C143,10.0,8,0
48546,OC1C23C4CN2C143,9.0,7,0
48547,OOC1C23C4CN2C413,10.0,8,0
48548,NCC1C2=C1C2O,7.0,7,0
48549,NCC1C2=C1C2OO,8.0,8,0
48550,C1NOC2C3=C2C13,8.0,7,0
48551,ONCC1C2=C1C2O,8.0,8,0
48552,C1NOOC2C3=C2C13,9.0,8,0
48553,ON1CC2C3=C2C3O1,9.0,8,0
48554,O=NCC1C2=C1C2O,9.0,8,0
48555,NCC1CC(=O)C1,7.0,7,0
48556,O=C1CC(CNO)C1,8.0,8,0
48557,O=NCC1CC(=O)C1,9.0,8,0
48558,NCC1CC(=O)C1O,8.0,8,0
48559,O=C1CC2CNOC12,9.0,8,0
48560,NCC1CC(=O)C1=O,7.0,8,0
48561,O=C1CC2CNC12,8.0,7,0
48562,O=C1CC2CN(O)C12,9.0,8,0
48563,O=C1CC2CNC12O,9.0,8,0
48564,O=C1CC2CN3OC123,10.0,8,0
48565,O=C1CC2CN=C12,9.0,7,0
48566,NCC1C2OC1C2=O,9.0,8,0
48567,O=C1C(O)C2CNC12,9.0,8,0
48568,O=C1C2ON3CC2C13,10.0,8,0
48569,O=C1C2OC13NCC23,10.0,8,0
48570,O=C1C2=NCC2C1O,10.0,8,0
48571,O=C1C(=O)C2NCC12,8.0,8,0
48572,O=C1C(=O)C2CN=C12,9.0,8,0
48573,O=C1C2C3CN2C13,9.0,7,0
48574,O=C1C2C3CN2C13O,10.0,8,0
48575,O=C1C23OC14C2CN34,11.0,8,0
48576,NCC1C2C(=O)C12,6.0,7,0
48577,O=C1C2C(CNO)C12,7.0,8,0
48578,O=NCC1C2C(=O)C12,8.0,8,0
48579,NCC1C2C(=O)C12O,7.0,8,0
48580,O=C1C2C3CNOC132,8.0,8,0
48581,O=C1C2C3CNC132,7.0,7,0
48582,O=C1C2C3CN(O)C132,8.0,8,0
48583,NCC1C23OC12C3=O,8.0,8,0
48584,O=C1C2(O)C3CNC132,8.0,8,0
48585,O=C1C23ON4CC2C143,9.0,8,0
48586,O=C1C23C4CN2C143,8.0,7,0
48587,NCC1c2c1c2=O,6.0,7,0
48588,O=c1c2c1C2CNO,7.0,8,0
48589,O=NCC1c2c1c2=O,8.0,8,0
48590,NCC1CC(O)(O)C1,7.0,8,0
48591,NCC1CC2(C1)OO2,8.0,8,0
48592,OC12CC(CNO1)C2,8.0,8,0
48593,C1C2CC3(C2)ON1O3,9.0,8,0
48594,NCC1CC2(O)OC12,8.0,8,0
48595,C1NOC23CC1C2O3,9.0,8,0
48596,NCC1CC23OC12O3,7.0,8,0
48597,OC1(O)CC2CNC21,8.0,8,0
48598,C1NC2C1CC21OO1,9.0,8,0
48599,OC12CC3CN(O1)C32,9.0,8,0
48600,OC12CC3CNC31O2,9.0,8,0
48601,C1C2CC34ON1C23O4,10.0,8,0
48602,OC1(O)CC2CN=C21,9.0,8,0
48603,C1N=C2C1CC21OO1,10.0,8,0
48604,NCC1C2OC23OC13,9.0,8,0
48605,OC12OC1C1CNC12,9.0,8,0
48606,C1C2C3OC34ON1C24,10.0,8,0
48607,C1NC23OC24OC4C13,10.0,8,0
48608,OC12OC1C1CN=C12,10.0,8,0
48609,C1NC2C1C13OC21O3,8.0,8,0
48610,C1N=C2C1C13OC21O3,9.0,8,0
48611,OC1(O)C2C3CN2C31,9.0,8,0
48612,C1C2C3N1C2C31OO1,10.0,8,0
48613,OC12OC13C1CN3C12,10.0,8,0
48614,C1C2C34OC35OC25N14,11.0,8,0
48615,NCC1C2C1C2(O)O,6.0,8,0
48616,NCC1C2C1C21OO1,7.0,8,0
48617,OC12ONCC3C1C32,7.0,8,0
48618,C1C2C3C2C32ON1O2,8.0,8,0
48619,NCC1C2C3(O)OC123,7.0,8,0
48620,C1NOC23OC24C1C34,8.0,8,0
48621,OC1(O)C2C3CNC321,7.0,8,0
48622,C1NC23C1C2C31OO1,8.0,8,0
48623,OC12ON3CC4C1C432,8.0,8,0
48624,NCC1C23OC24OC143,8.0,8,0
48625,OC12OC13C1CNC123,8.0,8,0
48626,C1C2C34OC35ON1C254,9.0,8,0
48627,OC1(O)C23C4CN2C413,8.0,8,0
48628,C1C2C34N1C23C41OO1,9.0,8,0
48629,NCC1C2=C1C2(O)O,6.0,8,0
48630,NCC1C2=C1C21OO1,7.0,8,0
48631,OC12ONCC3C1=C32,7.0,8,0
48632,C1C2C3=C2C32ON1O2,8.0,8,0
48633,C1NC2CC1C2,8.0,6,0
48634,ON1CC2CC1C2,9.0,7,0
48635,OON1CC2CC1C2,10.0,8,0
48636,OC1C2CNC1C2,7.0,7,0
48637,OOC1C2CNC1C2,8.0,8,0
48638,C1C2CN3OC2C13,8.0,7,0
48639,OC1C2CC1N(O)C2,8.0,8,0
48640,C1C2CN3OOC2C13,9.0,8,0
48641,O=C1C2CNC1C2,6.0,7,0
48642,O=C1C2CC1N(O)C2,7.0,8,0
48643,OC1(O)C2CNC1C2,6.0,8,0
48644,C1NC2CC1C21OO1,7.0,8,0
48645,OC12ON3CC1CC32,7.0,8,0
48646,C1C2CN3C1C23,9.0,6,0
48647,OC12C3CC1N2C3,8.0,7,0
48648,OOC12C3CC1N2C3,9.0,8,0
48649,C1NC2C3OC2C13,8.0,7,0
48650,ON1CC2C3OC2C31,9.0,8,0
48651,OC1C2CNC1C2O,8.0,8,0
48652,C1NC2C3OOC2C13,9.0,8,0
48653,OC1C2CN3OC2C13,9.0,8,0
48654,OC12OC3C1CNC32,7.0,8,0
48655,C1C2C3OC24ON1C34,8.0,8,0
48656,O=C1C2CNC1C2O,7.0,8,0
48657,O=C1C2CN3OC2C13,8.0,8,0
48658,OC1C2CN3C1C23,8.0,7,0
48659,OOC1C2CN3C2C13,9.0,8,0
48660,C1C2C3OC24C3N14,9.0,7,0
48661,OC1C2CN3C1C23O,9.0,8,0
48662,C1C2C3OOC24C3N14,10.0,8,0
48663,O=C1C2CNC1C2=O,8.0,8,0
48664,O=C1C2CN3C1C23,7.0,7,0
48665,O=C1C2CN3C1C23O,8.0,8,0
48666,C1NC2C34OC2(O3)C14,8.0,8,0
48667,OC1(O)C2CN3C2C31,7.0,8,0
48668,C1C2C3C(N13)C21OO1,8.0,8,0
48669,OC12OC34C1CN3C24,8.0,8,0
48670,C1NC2C3C1C23,9.0,6,0
48671,ON1CC2C3C2C31,10.0,7,0
48672,OON1CC2C3C2C31,11.0,8,0
48673,OC12C3CNC1C32,8.0,7,0
48674,OOC12C3CNC1C32,9.0,8,0
48675,C1C2C3C4N1OC234,9.0,7,0
48676,ON1CC2C3C1C23O,9.0,8,0
48677,C1C2C3C4N1OOC234,10.0,8,0
48678,C1C2C3C4N1C234,10.0,6,0
48679,C1NC2C34OC23C14,9.0,7,0
48680,ON1CC2C34OC23C14,10.0,8,0
48681,OC12C3CNC1C32O,9.0,8,0
48682,C1NC2C34OOC23C14,10.0,8,0
48683,OC12C3CN4OC31C42,10.0,8,0
48684,OC12C3CN4C1C342,9.0,7,0
48685,OOC12C3CN4C1C342,10.0,8,0
48686,C1NC2C3=C2C13,9.0,6,0
48687,ON1CC2C3=C2C31,10.0,7,0
48688,OON1CC2C3=C2C31,11.0,8,0
48689,OC12CC(CN1)C2,9.0,7,0
48690,OOC12CC(CN1)C2,10.0,8,0
48691,C1C2CC3(C2)ON13,10.0,7,0
48692,ON1CC2CC1(O)C2,10.0,8,0
48693,C1C2CC3(C2)OON13,11.0,8,0
48694,C1NC23CC1C2O3,8.0,7,0
48695,ON1CC2CC13OC23,9.0,8,0
48696,OC1C2CNC1(O)C2,8.0,8,0
48697,C1NC23CC1C2OO3,9.0,8,0
48698,OC1C2CN3OC13C2,9.0,8,0
48699,OC12CC3CN1OC32,9.0,8,0
48700,OC12OC13CC2CN3,7.0,8,0
48701,C1C2CC34OC23ON14,8.0,8,0
48702,O=C1C2CNC1(O)C2,7.0,8,0
48703,O=C1C2CN3OC13C2,8.0,8,0
48704,OC12CC3CN1C32,10.0,7,0
48705,OOC12CC3CN1C32,11.0,8,0
48706,C1C2CC34OC23N14,9.0,7,0
48707,OC12CC3CN1C32O,9.0,8,0
48708,C1C2CC34OOC23N14,10.0,8,0
48709,OC1C2CNC13OC23,9.0,8,0
48710,C1C2C3ON1C31OC21,10.0,8,0
48711,O=C1C2CNC13OC23,8.0,8,0
48712,C1C2C3OC34C2N14,9.0,7,0
48713,OC12C3CN1C21OC31,10.0,8,0
48714,OC12NCC3C1OC32,9.0,8,0
48715,C1C2C3OC2C32ON12,10.0,8,0
48716,C1NC23OC24OC3C14,8.0,8,0
48717,OC1C2CN3C2C13O,9.0,8,0
48718,C1C2C3OOC34C2N14,10.0,8,0
48719,OC1C2CN3C14OC234,10.0,8,0
48720,OC12C3OC14C3CN24,10.0,8,0
48721,OC12OC13C1C2CN13,8.0,8,0
48722,C1C2C34OC25N1C35O4,9.0,8,0
48723,O=C1C2CN3C2C13O,8.0,8,0
48724,O=C1C2CN3C14OC234,9.0,8,0
48725,OC12NCC3C1C32,8.0,7,0
48726,OOC12NCC3C1C32,9.0,8,0
48727,C1C2C3C2C32ON12,9.0,7,0
48728,ON1CC2C3C2C31O,9.0,8,0
48729,C1C2C3C2C32OON12,10.0,8,0
48730,C1NC23OC24C1C34,9.0,7,0
48731,ON1CC2C3C24OC314,10.0,8,0
48732,OC12NCC3C1C32O,9.0,8,0
48733,C1NC23OOC24C1C34,10.0,8,0
48734,OC12C3CN4OC41C32,10.0,8,0
48735,OC12C3C4CN1OC432,10.0,8,0
48736,OC12C3C4CN1C432,9.0,7,0
48737,OOC12C3C4CN1C432,10.0,8,0
48738,OC12C3CNC14OC342,10.0,8,0
48739,C1C2C34ON1C31OC241,11.0,8,0
48740,C1C2C34OC35N1C245,10.0,7,0
48741,OC12NCC3C14OC324,10.0,8,0
48742,C1C2C34OC23C42ON12,11.0,8,0
48743,OC12C3CN4C1(O)C342,10.0,8,0
48744,C1C2C34OOC35N1C245,11.0,8,0
48745,OC12NCC3C1=C32,8.0,7,0
48746,OOC12NCC3C1=C32,9.0,8,0
48747,C1C2C3=C2C32ON12,9.0,7,0
48748,ON1CC2C3=C2C31O,9.0,8,0
48749,C1C2C3=C2C32OON12,10.0,8,0
48750,C1N=C2CC1C2,9.0,6,0
48751,OC1C2=NCC1C2,8.0,7,0
48752,OOC1C2=NCC1C2,9.0,8,0
48753,O=C1C2=NCC1C2,7.0,7,0
48754,OC1(O)C2=NCC1C2,7.0,8,0
48755,C1N=C2CC1C21OO1,8.0,8,0
48756,C1N=C2C3OC2C13,9.0,7,0
48757,OC1C2=NCC1C2O,9.0,8,0
48758,C1N=C2C3OOC2C13,10.0,8,0
48759,OC12OC3C1=NCC32,8.0,8,0
48760,O=C1C2=NCC1C2O,8.0,8,0
48761,O=C1C2=NCC1C2=O,9.0,8,0
48762,C1N=C2C34OC2(O3)C14,9.0,8,0
48763,C1N=C2C3C1C23,10.0,6,0
48764,OC12C3=NCC1C32,9.0,7,0
48765,OOC12C3=NCC1C32,10.0,8,0
48766,C1N=C2C34OC23C14,10.0,7,0
48767,OC12C3=NCC1C32O,10.0,8,0
48768,C1N=C2C34OOC23C14,11.0,8,0
48769,C1N=C2C3=C2C13,10.0,6,0
48770,NCC1C=CC1,7.0,6,0
