,smiles,min_dist_all,natoms
19979,OC12NC13C=C3O2,8.0,7
19980,C1=C2OC34ON3C124,9.0,7
19981,OC1(O)NC2=CC21,6.0,7
19982,C1=C2NC3(OO3)C12,7.0,7
19983,OC12ON1C1=CC12,7.0,7
19984,OC12NC3=CC31O2,7.0,7
19985,C1=C2N3OC34OC124,8.0,7
19986,OC1(O)N2C3=CC321,7.0,7
19987,C1=C2N3C4(OO4)C123,8.0,7
19988,NC(O)(O)C1=C=C1,7.0,7
19989,NC1(C2=C=C2)OO1,8.0,7
19990,OC1(C2=C=C2)NO1,8.0,7
19991,C1=CC=1C12ON1O2,9.0,7
19992,NC12OC3=C(O1)C32,9.0,7
19993,N1C23OC4=C(O2)C143,9.0,7
19994,OC12NC3=C(O1)C32,7.0,7
19995,O1C2=C3C2C12ON32,8.0,7
19996,N1C2=C3OC14OC234,8.0,7
19997,OC12OC3=C4N1C342,8.0,7
19998,NC1(O)OC2=C=C21,8.0,7
19999,C1=C2OC3(NO3)C=12,9.0,7
20000,OC1(O)C2C3=C2N31,7.0,7
20001,O1OC12C1C3=C1N32,8.0,7
20002,OC12OC13C1=C3N12,8.0,7
20003,OC1(O)NC2=C=C21,6.0,7
20004,C1=C2NC3(OO3)C=12,7.0,7
20005,OC12ON1C1=C=C12,7.0,7
20006,C#COC1(O)C=N1,8.0,7
20007,C#COC12N=C1O2,9.0,7
20008,C#CN1C23OC12O3,9.0,7
20009,C#CCC(N)(O)O,7.0,7
20010,C#CCC1(N)OO1,8.0,7
20011,C#CCC1(O)NO1,8.0,7
20012,C#CCC12ON1O2,9.0,7
20013,C#CC1OC1(N)O,7.0,7
20014,C#CC1OC12NO2,8.0,7
20015,C#CC12OC1(N)O2,6.0,7
20016,C#CC1NC1(O)O,7.0,7
20017,C#CC1NC12OO2,8.0,7
20018,C#CC1N2OC12O,8.0,7
20019,C#CC12NC1(O)O2,8.0,7
20020,C#CC12OC13ON23,9.0,7
20021,C#CC1=NC1(O)O,8.0,7
20022,C#CC1=NC12OO2,9.0,7
20023,C1#COC2(C=N2)O1,9.0,7
20024,NC1(O)CC#CO1,8.0,7
20025,C1#COC2(C1)NO2,9.0,7
20026,NC12OC#CC1O2,8.0,7
20027,OC12NC1C#CO2,8.0,7
20028,C1#CC2N3OC23O1,9.0,7
20029,C1#CC23NC2(O1)O3,9.0,7
20030,OC12N=C1C#CO2,9.0,7
20031,OC1(O)CC#CN1,6.0,7
20032,C1#CNC2(C1)OO2,7.0,7
20033,OC12CC#CN1O2,7.0,7
20034,OC12NC#CC1O2,7.0,7
20035,C1#CN2OC23OC13,8.0,7
20036,C1#CC23OC2(N1)O3,7.0,7
20037,OC1(O)C2C#CN21,7.0,7
20038,C1#CN2C1C21OO1,8.0,7
20039,OC12OC13C#CN23,8.0,7
20040,NC(O)(O)C1C#C1,8.0,7
20041,NC1(C2C#C2)OO1,9.0,7
20042,OC1(C2C#C2)NO1,9.0,7
20043,C1#CC1C12ON1O2,10.0,7
20044,NC1(O)OC12C#C2,8.0,7
20045,C1#CC12OC21NO1,9.0,7
20046,OC1(O)NC12C#C2,8.0,7
20047,C1#CC12NC21OO1,9.0,7
20048,OC12ON1C21C#C1,9.0,7
20049,N=CC1CC1,7.0,5
20050,ON=CC1CC1,8.0,6
20051,OON=CC1CC1,9.0,7
20052,N=CC1(O)CC1,6.0,6
20053,N=CC1(OO)CC1,7.0,7
20054,C1=NOC12CC2,7.0,6
20055,ON=CC1(O)CC1,7.0,7
20056,C1=NOOC12CC2,8.0,7
20057,C1=NC12CC2,8.0,5
20058,N=CC1CC1O,6.0,6
20059,N=CC1CC1OO,7.0,7
20060,C1=NOC2CC12,7.0,6
20061,ON=CC1CC1O,7.0,7
20062,C1=NOOC2CC12,8.0,7
20063,N=CC12CC1O2,7.0,6
20064,ON=CC12CC1O2,8.0,7
20065,N=CC1(O)CC1O,7.0,7
20066,N=CC12CC1OO2,8.0,7
20067,OC12C=NOC1C2,8.0,7
20068,OC1CC12C=NO2,8.0,7
20069,OC1CC12C=N2,7.0,6
20070,OOC1CC12C=N2,8.0,7
20071,N=CC1CC1=O,5.0,6
20072,O=C1CC1C=NO,6.0,7
20073,N=CC1(O)CC1=O,6.0,7
20074,O=C1CC12C=NO2,7.0,7
20075,O=C1CC12C=N2,6.0,6
20076,N=CC1CC1(O)O,5.0,7
20077,N=CC1CC12OO2,6.0,7
20078,OC12CC1C=NO2,6.0,7
20079,N=CC12CC1(O)O2,6.0,7
20080,C1=NOC23CC12O3,7.0,7
20081,OC1(O)CC12C=N2,6.0,7
20082,C1=NC12CC21OO1,7.0,7
20083,C1=NC2CC12,8.0,5
20084,OC12C=NC1C2,7.0,6
20085,OOC12C=NC1C2,8.0,7
20086,OC12CC1C=N2,7.0,6
20087,OOC12CC1C=N2,8.0,7
20088,C1=NC23CC12O3,8.0,6
20089,OC12C=NC1(O)C2,8.0,7
20090,C1=NC23CC12OO3,9.0,7
20091,N=CC1=CC1,7.0,5
20092,ON=CC1=CC1,8.0,6
20093,OON=CC1=CC1,9.0,7
20094,N=CC1=C(O)C1,7.0,6
20095,N=CC1=C(OO)C1,8.0,7
20096,c1noc2c1C2,8.0,6
20097,ON=CC1=C(O)C1,8.0,7
20098,C1=NOOC2=C1C2,9.0,7
20099,C1=NC2=C1C2,8.0,5
20100,N=CC1C2OC12,7.0,6
20101,ON=CC1C2OC12,8.0,7
20102,N=CC1(O)C2OC21,8.0,7
20103,C1=NOC12C1OC12,9.0,7
20104,C1=NC12C1OC12,8.0,6
20105,N=CC1C(O)C1O,7.0,7
20106,N=CC1C2OOC12,8.0,7
20107,OC1C2C=NOC12,8.0,7
20108,N=CC12OC1C2O,8.0,7
20109,C1=NOC2C3OC123,9.0,7
20110,OC1C(O)C12C=N2,8.0,7
20111,C1=NC12C1OOC12,9.0,7
20112,N=CC1C2OC12O,6.0,7
20113,C1=NOC23OC2C13,7.0,7
20114,N=CC12OC13OC23,7.0,7
20115,OC12OC1C21C=N1,7.0,7
20116,N=CC1C(=O)C1O,6.0,7
20117,O=C1C2C=NOC12,7.0,7
20118,N=CC12OC1C2=O,7.0,7
20119,O=C1C(O)C12C=N2,7.0,7
20120,OC1C2C=NC12,7.0,6
20121,OOC1C2C=NC21,8.0,7
20122,C1=NC2C3OC123,8.0,6
20123,OC1C2N=CC12O,8.0,7
20124,C1=NC2C3OOC123,9.0,7
20125,C1=NC23OC2C13,8.0,6
20126,OC12C=NC13OC23,9.0,7
20127,OC1C2C=NC12O,8.0,7
20128,C1=NC23OOC2C13,9.0,7
20129,OC12N=CC13OC23,9.0,7
20130,OC1C23C=NC12O3,9.0,7
20131,N=CC1=CC1O,6.0,6
20132,N=CC1=CC1OO,7.0,7
20133,C1=NOC2C=C12,7.0,6
20134,ON=CC1=CC1O,7.0,7
20135,C1=NOOC2C=C12,8.0,7
20136,N=CC1=C2OC12,7.0,6
20137,ON=CC1=C2OC12,8.0,7
20138,N=CC1=C(O)C1O,7.0,7
20139,N=CC1=C2OOC12,8.0,7
20140,OC1=C2C=NOC12,8.0,7
20141,OC1c2cnoc21,8.0,7
20142,OC1C2=C1N=C2,7.0,6
20143,OOC1C2=C1N=C2,8.0,7
20144,N=CC1C(=O)C1=O,7.0,7
20145,O=C1C(=O)C12C=N2,8.0,7
20146,O=C1C2C=NC12,6.0,6
20147,O=C1C2N=CC12O,7.0,7
20148,O=C1C2C=NC12O,7.0,7
20149,O=C1C23C=NC12O3,8.0,7
20150,N=Cc1cc1=O,5.0,6
20151,O=c1cc1C=NO,6.0,7
20152,N=Cc1c(O)c1=O,6.0,7
20153,O=c1c2cnoc12,7.0,7
20154,O=c1c2c1N=C2,6.0,6
20155,N=CC1C23OC12O3,7.0,7
20156,C1=NC12C13OC21O3,8.0,7
20157,OC1(O)C2C=NC21,6.0,7
20158,C1=NC2C1C21OO1,7.0,7
20159,OC12OC13C=NC23,7.0,7
20160,OC12OC13N=CC23,7.0,7
20161,C1=NC23OC24OC134,8.0,7
20162,N=CC1=CC1(O)O,5.0,7
20163,N=CC1=CC12OO2,6.0,7
20164,OC12C=C1C=NO2,6.0,7
20165,N=CC1=C2OC12O,6.0,7
20166,C1=NOC23OC2=C13,7.0,7
20167,OC1(O)C2=C1N=C2,6.0,7
20168,C1=NC2=C1C21OO1,7.0,7
20169,C1=NC2C=C12,8.0,5
20170,OC1=C2C=NC12,8.0,6
20171,OOC1=C2C=NC21,9.0,7
20172,OC12C=C1C=N2,7.0,6
20173,OOC12C=C1C=N2,8.0,7
20174,C1=NC23OC2=C13,8.0,6
20175,OC1=C2C=NC12O,8.0,7
20176,C1=NC23OOC2=C13,9.0,7
20177,C=CCC=N,6.0,5
20178,C=CCC=NO,7.0,6
20179,C=CCC=NOO,8.0,7
20180,C=CC(O)C=N,5.0,6
20181,C=CC(C=N)OO,6.0,7
20182,C=CC1C=NO1,6.0,6
20183,C=CC(O)C=NO,6.0,7
20184,C=CC1C=NOO1,7.0,7
20185,C=CC(=O)C=N,4.0,6
20186,C=CC(=O)C=NO,5.0,7
20187,C=CC(O)(O)C=N,4.0,7
20188,C=CC1(C=N)OO1,5.0,7
20189,C=CC1(O)C=NO1,5.0,7
20190,C=CC1C=N1,7.0,5
20191,C=CC1(O)C=N1,6.0,6
20192,C=CC1(OO)C=N1,7.0,7
20193,C=C(O)CC=N,7.0,6
20194,C=C(CC=N)OO,8.0,7
20195,C=C1CC=NO1,8.0,6
20196,C=C(O)CC=NO,8.0,7
20197,C=C1CC=NOO1,9.0,7
20198,C=C1OC1C=N,6.0,6
20199,C=C1OC1C=NO,7.0,7
20200,C=C(O)C(O)C=N,6.0,7
20201,C=C1OOC1C=N,7.0,7
20202,C=C1ON=CC1O,7.0,7
20203,C=C(O)C1C=NO1,7.0,7
20204,C=C1OC1(O)C=N,5.0,7
20205,C=C1OC12C=NO2,6.0,7
20206,C=C(O)C(=O)C=N,5.0,7
20207,C=C1ON=CC1=O,6.0,7
20208,C=C(O)C1C=N1,8.0,6
20209,C=C(OO)C1C=N1,9.0,7
20210,C=C1OC12C=N2,7.0,6
20211,C=C(O)C1(O)C=N1,7.0,7
20212,C=C1OOC12C=N2,8.0,7
20213,C=C1CC=N1,7.0,5
20214,C=C1N=CC1O,6.0,6
20215,C=C1N=CC1OO,7.0,7
20216,C=C1N=CC1=O,5.0,6
20217,C=C1N=CC1(O)O,5.0,7
20218,C=C1N=CC12OO2,6.0,7
20219,C=C=CC=N,7.0,5
20220,C=C=CC=NO,8.0,6
20221,C=C=CC=NOO,9.0,7
20222,C=C=C(O)C=N,6.0,6
20223,C=C=C(C=N)OO,7.0,7
20224,C=C=C1C=NO1,7.0,6
20225,C=C=C(O)C=NO,7.0,7
20226,C=C=C1C=NOO1,8.0,7
20227,C=C=C1C=N1,8.0,5
20228,N=CCC=CO,6.0,6
20229,N=CCC=COO,7.0,7
20230,C1=CON=CC1,7.0,6
20231,OC=CCC=NO,7.0,7
20232,C1=COON=CC1,8.0,7
20233,N=CC1C=CO1,6.0,6
20234,ON=CC1C=CO1,7.0,7
20235,N=CC(O)C=CO,6.0,7
20236,N=CC1C=COO1,7.0,7
20237,OC1C=CON=C1,7.0,7
20238,OC=CC1C=NO1,7.0,7
20239,N=CC1(O)C=CO1,5.0,7
20240,C1=CC2(C=NO2)O1,6.0,7
20241,N=CC(=O)C=CO,5.0,7
20242,O=c1cconc1,6.0,7
20243,OC=CC1C=N1,7.0,6
20244,OOC=CC1C=N1,8.0,7
20245,C1=CC2(C=N2)O1,7.0,6
20246,OC=CC1(O)C=N1,7.0,7
20247,C1=CC2(C=N2)OO1,8.0,7
20248,N=CCC1=CO1,7.0,6
20249,ON=CCC1=CO1,8.0,7
20250,N=CC(O)C1=CO1,7.0,7
20251,C1=NOC1C1=CO1,8.0,7
20252,N=CC(=O)C1=CO1,6.0,7
20253,C1=NC1C1=CO1,8.0,6
20254,OC1(C2=CO2)C=N1,8.0,7
20255,N=CCC(O)=CO,7.0,7
20256,N=CCc1coo1,8.0,7
20257,OC1=CON=CC1,8.0,7
20258,OC=C1CC=NO1,8.0,7
20259,N=CC1OC=C1O,7.0,7
20260,C1=NOC2=COC12,8.0,7
20261,N=CC1OC1=CO,7.0,7
20262,C1=NOC=C2OC12,8.0,7
20263,N=CC12OC=C1O2,6.0,7
20264,OC=C(O)C1C=N1,8.0,7
20265,C1=NC1c1coo1,9.0,7
20266,OC1=COC12C=N2,8.0,7
20267,OC=C1OC12C=N2,8.0,7
20268,OC=C1CC=N1,7.0,6
20269,OOC=C1CC=N1,8.0,7
20270,C1=NC2=COC12,7.0,6
20271,OC=C1N=CC1O,7.0,7
20272,C1=NC2=COOC12,8.0,7
20273,OC12C=NC1=CO2,6.0,7
20274,O=C1C=NC1=CO,6.0,7
20275,N=CC=C=CO,6.0,6
20276,N=CC=C=COO,7.0,7
20277,C1=CC=NOC=1,7.0,6
20278,OC=C=CC=NO,7.0,7
20279,C1=CC=NOOC=1,8.0,7
20280,N=CC1=C=CO1,7.0,6
20281,ON=CC1=C=CO1,8.0,7
20282,N=CC(O)=C=CO,7.0,7
20283,N=CC1=C=COO1,8.0,7
20284,OC1=C=CON=C1,8.0,7
20285,OC=C=C1C=NO1,8.0,7
20286,OC=C=C1C=N1,7.0,6
20287,OOC=C=C1C=N1,8.0,7
20288,N=CCC=C=O,5.0,6
20289,O=C=CCC=NO,6.0,7
20290,N=CC(O)C=C=O,6.0,7
20291,O=C=CC1C=NO1,7.0,7
20292,N=CC(=O)C=C=O,6.0,7
20293,O=C=CC1C=N1,6.0,6
20294,O=C=CC1(O)C=N1,7.0,7
20295,N=CCC(O)=C=O,6.0,7
20296,O=C=C1CC=NO1,7.0,7
20297,N=CC1OC1=C=O,7.0,7
20298,O=C=C(O)C1C=N1,7.0,7
20299,O=C=C1OC12C=N2,8.0,7
20300,O=C=C1CC=N1,6.0,6
20301,O=C=C1N=CC1O,7.0,7
20302,O=C=C1N=CC1=O,7.0,7
20303,N=CC=C=C=O,5.0,6
20304,O=C=C=CC=NO,6.0,7
20305,N=CC(O)=C=C=O,6.0,7
20306,O=C=C=C1C=NO1,7.0,7
20307,O=C=C=C1C=N1,6.0,6
20308,N=CCC=C(O)O,5.0,7
20309,N=CCC=C1OO1,6.0,7
20310,OC1=CCC=NO1,6.0,7
20311,N=CC1C=C(O)O1,6.0,7
20312,C1=NOC2=CC1O2,7.0,7
20313,N=CC12C=C(O1)O2,6.0,7
20314,OC(O)=CC1C=N1,6.0,7
20315,C1=NC1C=C1OO1,7.0,7
20316,OC1=CC2(C=N2)O1,7.0,7
20317,N=CCC1=C(O)O1,6.0,7
20318,C1=NOC2=C(C1)O2,7.0,7
20319,N=CC1OC2=C1O2,7.0,7
20320,OC1=C(C2C=N2)O1,7.0,7
20321,C1=NC12OC1=C2O1,8.0,7
20322,OC(O)=C1CC=N1,6.0,7
20323,C1=NC(=C2OO2)C1,7.0,7
20324,OC1=C2N=CC2O1,7.0,7
20325,C1=NC2=C3OC12O3,7.0,7
20326,N=CC=C=C(O)O,5.0,7
20327,N=CC=C=C1OO1,6.0,7
20328,OC1=C=CC=NO1,6.0,7
20329,N=CC1=C=C(O)O1,6.0,7
20330,C1=C2C=NOC=1O2,7.0,7
20331,OC(O)=C=C1C=N1,6.0,7
20332,C(=C1C=N1)=C1OO1,7.0,7
20333,C1=CN=CC1,7.0,5
20334,OC1C=CN=C1,6.0,6
20335,OOC1C=CN=C1,7.0,7
20336,O=C1C=CN=C1,5.0,6
20337,OC1(O)C=CN=C1,5.0,7
20338,C1=CC2(C=N1)OO2,6.0,7
20339,OC1=CN=CC1,7.0,6
20340,OOC1=CN=CC1,8.0,7
20341,C1=NC=C2OC12,7.0,6
20342,OC1=CN=CC1O,7.0,7
20343,C1=NC=C2OOC12,8.0,7
20344,OC12C=NC=C1O2,6.0,7
20345,O=C1C=NC=C1O,6.0,7
20346,C1=CC=NC=1,8.0,5
20347,OC1=C=CN=C1,7.0,6
20348,OOC1=C=CN=C1,8.0,7
20349,OC1=CCC=N1,7.0,6
20350,OOC1=CCC=N1,8.0,7
20351,C1=NC2=CC1O2,7.0,6
20352,OC1=CC(O)C=N1,7.0,7
20353,C1=NC2=CC1OO2,8.0,7
20354,OC12C=NC(=C1)O2,6.0,7
20355,O=C1C=NC(O)=C1,6.0,7
20356,C1=NC2=C(C1)O2,8.0,6
20357,OC1C=NC2=C1O2,8.0,7
20358,O=c1cnc2oc1=2,7.0,7
20359,OC1=C(O)N=CC1,8.0,7
20360,C1=Nc2ooc2C1,9.0,7
20361,OC1=C2N=CC1O2,8.0,7
20362,OC1=C2OC2C=N1,8.0,7
20363,C1=NC2=C3OC13O2,7.0,7
20364,OC1=C=CC=N1,7.0,6
20365,OOC1=C=CC=N1,8.0,7
20366,C1=c2cnc=1o2,8.0,6
20367,OC1=C=C(O)N=C1,8.0,7
20368,C1=C2C=NC=1OO2,9.0,7
20369,N=CC1C=C1,7.0,5
20370,ON=CC1C=C1,8.0,6
20371,OON=CC1C=C1,9.0,7
20372,N=CC1(O)C=C1,6.0,6
20373,N=CC1(OO)C=C1,7.0,7
20374,C1=CC12C=NO2,7.0,6
20375,ON=CC1(O)C=C1,7.0,7
20376,C1=CC12C=NOO2,8.0,7
20377,C1=CC12C=N2,8.0,5
20378,N=CC1C=C1O,7.0,6
20379,N=CC1C=C1OO,8.0,7
20380,C1=NOC2=CC12,8.0,6
20381,ON=CC1C=C1O,8.0,7
20382,C1=NOOC2=CC12,9.0,7
20383,N=CC12C=C1O2,7.0,6
20384,ON=CC12C=C1O2,8.0,7
20385,N=CC1(O)C=C1O,7.0,7
20386,N=CC12C=C1OO2,8.0,7
20387,OC12C=NOC1=C2,8.0,7
20388,OC1=CC12C=NO2,8.0,7
20389,OC1=CC12C=N2,8.0,6
20390,OOC1=CC12C=N2,9.0,7
20391,C1=NC2=CC12,8.0,5
20392,OC12C=NC1=C2,7.0,6
20393,OOC12C=NC1=C2,8.0,7
20394,N=CC1=C=C1,8.0,5
20395,ON=CC1=C=C1,9.0,6
20396,OON=CC1=C=C1,10.0,7
20397,N=CC1C2=C1O2,8.0,6
20398,ON=CC1C2=C1O2,9.0,7
20399,N=CC1(O)C2=C1O2,8.0,7
20400,C1=NOC12C1=C2O1,9.0,7
20401,C1=NC12C1=C2O1,9.0,6
20402,N=CC1C(O)=C1O,8.0,7
20403,N=CC1c2ooc21,9.0,7
20404,OC1=C2ON=CC12,9.0,7
20405,N=CC12OC1=C2O,8.0,7
20406,C1=NOC2=C3OC123,9.0,7
20407,OC1=C(O)C12C=N2,9.0,7
20408,C1=NC12c1ooc12,10.0,7
20409,OC1=C2N=CC12,8.0,6
20410,OOC1=C2N=CC21,9.0,7
20411,C1=NC2=C3OC123,8.0,6
20412,OC1=C2N=CC12O,8.0,7
20413,C1=NC2=C3OOC123,9.0,7
20414,N=CC1=C=C1O,7.0,6
20415,N=CC1=C=C1OO,8.0,7
20416,C1=c2cnoc2=1,8.0,6
20417,ON=CC1=C=C1O,8.0,7
20418,C1=C2C=NOOC=12,9.0,7
20419,C1=C2C=NC=12,9.0,5
20420,C#CCC=N,7.0,5
20421,C#CCC=NO,8.0,6
20422,C#CCC=NOO,9.0,7
20423,C#CC(O)C=N,6.0,6
20424,C#CC(C=N)OO,7.0,7
20425,C#CC1C=NO1,7.0,6
20426,C#CC(O)C=NO,7.0,7
20427,C#CC1C=NOO1,8.0,7
20428,C#CC(=O)C=N,5.0,6
20429,C#CC(=O)C=NO,6.0,7
20430,C#CC(O)(O)C=N,5.0,7
20431,C#CC1(C=N)OO1,6.0,7
20432,C#CC1(O)C=NO1,6.0,7
20433,C#CC1C=N1,8.0,5
20434,C#CC1(O)C=N1,7.0,6
20435,C#CC1(OO)C=N1,8.0,7
20436,N=CCC#CO,7.0,6
20437,N=CCC#COO,8.0,7
20438,C1#CON=CC1,8.0,6
20439,OC#CCC=NO,8.0,7
20440,C1#COON=CC1,9.0,7
20441,N=CC1C#CO1,7.0,6
20442,ON=CC1C#CO1,8.0,7
20443,N=CC(O)C#CO,7.0,7
20444,N=CC1C#COO1,8.0,7
20445,OC1C#CON=C1,8.0,7
20446,OC#CC1C=NO1,8.0,7
20447,N=CC1(O)C#CO1,6.0,7
20448,C1#CC2(C=NO2)O1,7.0,7
20449,N=CC(=O)C#CO,6.0,7
20450,O=c1c#conc1,7.0,7
20451,OC#CC1C=N1,8.0,6
20452,OOC#CC1C=N1,9.0,7
20453,C1#CC2(C=N2)O1,8.0,6
20454,OC#CC1(O)C=N1,8.0,7
20455,C1#CC2(C=N2)OO1,9.0,7
20456,C1#CN=CC1,8.0,5
20457,OC1C#CN=C1,7.0,6
20458,OOC1C#CN=C1,8.0,7
20459,O=C1C#CN=C1,6.0,6
20460,OC1(O)C#CN=C1,6.0,7
20461,C1#CC2(C=N1)OO2,7.0,7
20462,N=CC1C#C1,8.0,5
20463,ON=CC1C#C1,9.0,6
20464,OON=CC1C#C1,10.0,7
20465,N=CC1(O)C#C1,7.0,6
20466,N=CC1(OO)C#C1,8.0,7
20467,C1#CC12C=NO2,8.0,6
20468,ON=CC1(O)C#C1,8.0,7
20469,C1#CC12C=NOO2,9.0,7
20470,C1#CC12C=N2,9.0,5
20471,N=C(O)C1CC1,8.0,6
20472,N=C(OO)C1CC1,9.0,7
20473,C1CC1C1=NO1,9.0,6
20474,ON=C(O)C1CC1,9.0,7
20475,C1CC1c1noo1,10.0,7
20476,N=C1OC12CC2,7.0,6
20477,ON=C1OC12CC2,8.0,7
20478,N=C(O)C1(O)CC1,7.0,7
20479,N=C1OOC12CC2,8.0,7
20480,OC1(C2=NO2)CC1,8.0,7
20481,OC1=NOC12CC2,8.0,7
20482,OC1=NC12CC2,9.0,6
20483,OOC1=NC12CC2,10.0,7
20484,N=C1OC2CC12,7.0,6
20485,ON=C1OC2CC12,8.0,7
20486,N=C1OC2CC12O,8.0,7
20487,C1C2OC3=NOC132,9.0,7
20488,C1C2OC3=NC132,8.0,6
20489,N=C(O)C1CC1O,7.0,7
20490,N=C1OOC2CC12,8.0,7
20491,OC1CC1C1=NO1,8.0,7
20492,OC1=NOC2CC12,8.0,7
20493,N=C1OC12CC2O,8.0,7
20494,C1C2ON=C3OC132,9.0,7
20495,N=C(O)C12CC1O2,8.0,7
20496,C1C2OC12C1=NO1,9.0,7
20497,OC1=NC12CC2O,8.0,7
20498,C1C2OOC3=NC132,9.0,7
20499,N=C1OC2(O)CC12,6.0,7
20500,C1C2C3=NOC12O3,7.0,7
20501,N=C1OC23CC12O3,7.0,7
20502,OC12CC13N=C3O2,7.0,7
20503,N=C(O)C1CC1=O,6.0,7
20504,O=C1CC1C1=NO1,7.0,7
20505,N=C1OC12CC2=O,7.0,7
20506,O=C1CC12N=C2O,7.0,7
20507,OC1=NC2CC12,7.0,6
20508,OOC1=NC2CC12,8.0,7
20509,C1C2N=C3OC132,8.0,6
20510,OC1=NC2CC12O,8.0,7
20511,C1C2N=C3OOC132,9.0,7
20512,C1C2C3=NC12O3,8.0,6
20513,OC12CC13N=C2O3,9.0,7
20514,OC1=NC2(O)CC12,8.0,7
20515,C1C2C3=NC12OO3,9.0,7
20516,OC12CC13OC3=N2,9.0,7
20517,OC1=NC23CC12O3,9.0,7
20518,N=C(O)C1=CC1,8.0,6
20519,N=C(OO)C1=CC1,9.0,7
20520,C1=C(C2=NO2)C1,9.0,6
20521,ON=C(O)C1=CC1,9.0,7
20522,C1=C(c2noo2)C1,10.0,7
20523,N=C1OC2=C1C2,8.0,6
20524,ON=C1OC2=C1C2,9.0,7
20525,N=C(O)C1=C(O)C1,8.0,7
20526,N=c1ooc2c1C2,9.0,7
20527,OC1=C(C2=NO2)C1,9.0,7
20528,Oc1noc2c1C2,9.0,7
20529,OC1=NC2=C1C2,8.0,6
20530,OOC1=NC2=C1C2,9.0,7
20531,N=C1OC2C(O)C12,8.0,7
20532,N1=C2OC3C(O1)C23,9.0,7
20533,N=C1OC2C3OC123,9.0,7
20534,OC1C2OC3=NC312,9.0,7
20535,N=C1OC2C(=O)C12,7.0,7
20536,O=C1C2OC3=NC132,8.0,7
20537,N1=C2OC3C1C23,8.0,6
20538,OC12C3=NC1C2O3,9.0,7
20539,OC12N=C3OC1C32,9.0,7
20540,N1=C2OC3C14OC234,10.0,7
20541,N=C1OC2C=C12,7.0,6
20542,ON=C1OC2C=C12,8.0,7
20543,N=C1OC2C(O)=C12,8.0,7
20544,n1oc2c3c1OC23,9.0,7
20545,N1=C2OC3C1=C23,8.0,6
20546,N=C(O)C1C2OC21,8.0,7
20547,N1=C(C2C3OC32)O1,9.0,7
20548,N=C1OC12C1OC12,9.0,7
20549,OC1=NC12C1OC12,9.0,7
20550,N=C1OC23OC2C13,7.0,7
20551,N1=C2OC34OC3C124,8.0,7
20552,OC1=NC2C(O)C12,8.0,7
20553,N1=C2OOC3C1C23,9.0,7
20554,OC1C2N=C3OC312,9.0,7
20555,OC1=NC2C3OC123,9.0,7
20556,OC1C2C3=NC12O3,9.0,7
20557,N1=C2OC13C1OC213,10.0,7
20558,OC1=NC23OC2C13,9.0,7
20559,N1=C2OC23C2OC123,10.0,7
20560,N=C(O)C1=CC1O,7.0,7
20561,N=C1OOC2C=C12,8.0,7
20562,OC1C=C1C1=NO1,8.0,7
20563,OC1=NOC2C=C12,8.0,7
20564,N=C1OC2=C1C2O,8.0,7
20565,N1=C2OC3=C2C3O1,9.0,7
20566,N=C(O)C1=C2OC21,8.0,7
20567,N1=C(C2=C3OC32)O1,9.0,7
20568,OC1=NC2=C1C2O,8.0,7
20569,N1=C2OOC3C1=C23,9.0,7
20570,OC12OC3=NC1C32,7.0,7
20571,N1=C2OC34OC23C14,8.0,7
20572,N1=C2OC34OC13C24,8.0,7
20573,N=C1OC2(O)C=C12,6.0,7
20574,C1=C2C3=NOC12O3,7.0,7
20575,N=C1OC23OC2=C13,7.0,7
20576,OC12OC3=NC1=C32,7.0,7
20577,O=C1C2N=C(O)C12,7.0,7
20578,O=C1C2N=C3OC132,8.0,7
20579,O=C1C2C3=NC12O3,8.0,7
20580,N=C(O)c1cc1=O,6.0,7
20581,O=c1cc1C1=NO1,7.0,7
20582,N=C1Oc2c1c2=O,7.0,7
20583,O=c1c2c1C(O)=N2,7.0,7
20584,OC1=NC2C=C12,7.0,6
20585,OOC1=NC2C=C12,8.0,7
20586,N1=C2OC3=C2C13,8.0,6
20587,OC1=NC2C(O)=C12,8.0,7
20588,N1=C2OOC3=C2C13,9.0,7
20589,C1=C2C3=NC12O3,8.0,6
20590,OC1=C2C3=NC12O3,9.0,7
20591,OC1=NC2(O)C=C12,8.0,7
20592,C1=C2C3=NC12OO3,9.0,7
20593,OC12N=C3OC1=C32,9.0,7
20594,OC1=NC23OC2=C13,9.0,7
20595,C=CCC(=N)O,7.0,6
20596,C=CCC(=N)OO,8.0,7
20597,C=CCC1=NO1,8.0,6
20598,C=CCC(O)=NO,8.0,7
20599,C=CCc1noo1,9.0,7
20600,C=CC1OC1=N,6.0,6
20601,C=CC1OC1=NO,7.0,7
20602,C=CC(O)C(=N)O,6.0,7
20603,C=CC1OOC1=N,7.0,7
20604,C=CC(O)C1=NO1,7.0,7
20605,C=CC1ON=C1O,7.0,7
20606,C=CC1(O)OC1=N,5.0,7
20607,C=CC12ON=C1O2,6.0,7
20608,C=CC(=O)C(=N)O,5.0,7
20609,C=CC(=O)C1=NO1,6.0,7
20610,C=CC1N=C1O,8.0,6
20611,C=CC1N=C1OO,9.0,7
20612,C=CC12N=C1O2,7.0,6
20613,C=CC1(O)N=C1O,7.0,7
20614,C=CC12N=C1OO2,8.0,7
20615,C=C1CC(=N)O1,8.0,6
20616,C=C1CC(=NO)O1,9.0,7
