,smiles,min_dist_all,natoms
11651,C=CN(O)C(C)=O,7.0,7
11652,C=CNC(C)(O)O,6.0,7
11653,C=CNC1(C)OO1,7.0,7
11654,C=CN1OC1(C)O,7.0,7
11655,C=CN=CC,8.0,5
11656,C=CN=C(C)O,8.0,6
11657,C=CN=C(C)OO,9.0,7
11658,C=C(N)OCC,7.0,6
11659,C=C(NO)OCC,8.0,7
11660,C=C(N=O)OCC,9.0,7
11661,C=C(N)OOCC,8.0,7
11662,C=C(O)NOCC,8.0,7
11663,C=C1ON1OCC,9.0,7
11664,C=C(N)OC(C)O,6.0,7
11665,C=C1NOC(C)O1,7.0,7
11666,C=C(N)OC(C)=O,5.0,7
11667,C=C(O)NCC,7.0,6
11668,C=C(NCC)OO,8.0,7
11669,C=C1ON1CC,8.0,6
11670,C=C(O)N(O)CC,8.0,7
11671,C=C1OON1CC,9.0,7
11672,C=C1NC(C)O1,8.0,6
11673,C=C1OC(C)N1O,9.0,7
11674,C=C(O)NC(C)O,8.0,7
11675,C=C1NC(C)OO1,9.0,7
11676,C=C1ON1C(C)O,9.0,7
11677,C=C(O)N1OC1C,9.0,7
11678,C=C1NC(C)(O)O1,7.0,7
11679,C=C1OC2(C)ON12,8.0,7
11680,C=C(O)NC(C)=O,7.0,7
11681,C=C1ON1C(C)=O,8.0,7
11682,C=C(O)N=CC,8.0,6
11683,C=C(N=CC)OO,9.0,7
11684,C=C1N=C(C)O1,9.0,6
11685,C=C(O)N=C(C)O,9.0,7
11686,C=C1N=C(C)OO1,10.0,7
11687,C=C=NOCC,8.0,6
11688,C=C=NOOCC,9.0,7
11689,C=C=NOC(C)O,7.0,7
11690,C=C=NOC(C)=O,6.0,7
11691,C=C=NCC,8.0,5
11692,C=C=NC(C)O,8.0,6
11693,C=C=NC(C)OO,9.0,7
11694,C=C=NC(C)=O,7.0,6
11695,C=C=NC(C)(O)O,7.0,7
11696,C=C=NC1(C)OO1,8.0,7
11697,C=CCC,6.0,4
11698,C=CC(C)O,5.0,5
11699,C=CC(C)OO,6.0,6
11700,C=CC(C)ON,6.0,6
11701,C=CC(C)OON,7.0,7
11702,C=CC(C)ONO,7.0,7
11703,C=CC(C)ON=O,8.0,7
11704,C=CC(C)=O,4.0,5
11705,C=CC(C)(O)O,4.0,6
11706,C=CC1(C)OO1,5.0,6
11707,C=CC(C)(O)ON,5.0,7
11708,C=CC1(C)ONO1,6.0,7
11709,C=CC(C)N,7.0,5
11710,C=CC(C)NO,8.0,6
11711,C=CC(C)NOO,9.0,7
11712,C=CC(C)N=O,9.0,6
11713,C=CC(C)N(O)O,9.0,7
11714,C=CC(C)n1oo1,10.0,7
11715,C=CC(C)(N)O,6.0,6
11716,C=CC(C)(N)OO,7.0,7
11717,C=CC1(C)NO1,7.0,6
11718,C=CC(C)(O)NO,7.0,7
11719,C=CC1(C)NOO1,8.0,7
11720,C=CC1(C)ON1O,8.0,7
11721,C=CC(C)(O)N=O,8.0,7
11722,C=CC(C)=N,8.0,5
11723,C=CC(C)=NO,9.0,6
11724,C=CC(C)=NOO,10.0,7
11725,C=C(O)CC,6.0,5
11726,C=C(CC)OO,7.0,6
11727,C=C(CC)ON,7.0,6
11728,C=C(CC)OON,8.0,7
11729,C=C(CC)ONO,8.0,7
11730,C=C(CC)ON=O,9.0,7
11731,C=C1OC1C,6.0,5
11732,C=C(O)C(C)O,6.0,6
11733,C=C1OOC1C,7.0,6
11734,C=C(ON)C(C)O,7.0,7
11735,C=C(O)C(C)ON,7.0,7
11736,C=C1ONOC1C,8.0,7
11737,C=C1OC1(C)O,5.0,6
11738,C=C1OC1(C)ON,6.0,7
11739,C=C(O)C(C)=O,5.0,6
11740,C=C(ON)C(C)=O,6.0,7
11741,C=C(O)C(C)N,7.0,6
11742,C=C(OO)C(C)N,8.0,7
11743,C=C1ONC1C,8.0,6
11744,C=C(O)C(C)NO,8.0,7
11745,C=C1OONC1C,9.0,7
11746,C=C1ON(O)C1C,9.0,7
11747,C=C(O)C(C)N=O,9.0,7
11748,C=C1OC1(C)N,7.0,6
11749,C=C1OC1(C)NO,8.0,7
11750,C=C1OC1(C)N=O,9.0,7
11751,C=C(O)C(C)(N)O,7.0,7
11752,C=C1OOC1(C)N,8.0,7
11753,C=C1ONC1(C)O,8.0,7
11754,C=C(O)C1(C)NO1,8.0,7
11755,C=C1ON2OC12C,9.0,7
11756,C=C(O)C(C)=N,8.0,6
11757,C=C(OO)C(C)=N,9.0,7
11758,C=C1ON=C1C,9.0,6
11759,C=C(O)C(C)=NO,9.0,7
11760,C=C1OON=C1C,10.0,7
11761,C=C(N)CC,7.0,5
11762,C=C(CC)NO,8.0,6
11763,C=C(CC)NOO,9.0,7
11764,C=C(CC)N=O,9.0,6
11765,C=C(CC)N(O)O,9.0,7
11766,C=C(CC)n1oo1,10.0,7
11767,C=C(N)C(C)O,6.0,6
11768,C=C(N)C(C)OO,7.0,7
11769,C=C1NOC1C,7.0,6
11770,C=C(NO)C(C)O,7.0,7
11771,C=C1NOOC1C,8.0,7
11772,C=C1C(C)ON1O,8.0,7
11773,C=C(N=O)C(C)O,8.0,7
11774,C=C(N)C(C)=O,5.0,6
11775,C=C(NO)C(C)=O,6.0,7
11776,C=C(N=O)C(C)=O,7.0,7
11777,C=C(N)C(C)(O)O,5.0,7
11778,C=C(N)C1(C)OO1,6.0,7
11779,C=C1NOC1(C)O,6.0,7
11780,C=C1N2OC1(C)O2,7.0,7
11781,C=C1NC1C,8.0,5
11782,C=C1C(C)N1O,9.0,6
11783,C=C1C(C)N1OO,10.0,7
11784,C=C1NC1(C)O,7.0,6
11785,C=C1NC1(C)OO,8.0,7
11786,C=C1N2OC12C,8.0,6
11787,C=C1N(O)C1(C)O,8.0,7
11788,C=C1N2OOC12C,9.0,7
11789,C=C1N=C1C,9.0,5
11790,C=C=CC,7.0,4
11791,C=C=C(C)O,6.0,5
11792,C=C=C(C)OO,7.0,6
11793,C=C=C(C)ON,7.0,6
11794,C=C=C(C)OON,8.0,7
11795,C=C=C(C)ONO,8.0,7
11796,C=C=C(C)ON=O,9.0,7
11797,C=C=C(C)N,8.0,5
11798,C=C=C(C)NO,9.0,6
11799,C=C=C(C)NOO,10.0,7
11800,C=C=C(C)N=O,10.0,6
11801,C=C=C(C)N(O)O,10.0,7
11802,C=C=C(C)n1oo1,11.0,7
11803,CCOC=CO,8.0,6
11804,CCOC=CON,9.0,7
11805,CC1OC=CO1,7.0,6
11806,CCNOC=CO,8.0,7
11807,CCN1OC=CO1,9.0,7
11808,CC(N)OC=CO,8.0,7
11809,CC1NOC=CO1,9.0,7
11810,CC1(N)OC=CO1,8.0,7
11811,CC=NOC=CO,9.0,7
11812,CC(=N)OC=CO,9.0,7
11813,CC1=NOC=CO1,10.0,7
11814,CCOC1=CO1,8.0,6
11815,CCNOC1=CO1,7.0,7
11816,CC(N)OC1=CO1,7.0,7
11817,CC=NOC1=CO1,8.0,7
11818,CC(=N)OC1=CO1,8.0,7
11819,CCOC=C=O,8.0,6
11820,CCNOC=C=O,7.0,7
11821,CC(N)OC=C=O,7.0,7
11822,CC=NOC=C=O,8.0,7
11823,CC(=N)OC=C=O,8.0,7
11824,CCOC=CN,7.0,6
11825,CCOC=CNO,8.0,7
11826,CCOC=CN=O,9.0,7
11827,CCOOC=CN,8.0,7
11828,CCONC=CO,8.0,7
11829,CCOn1cco1,9.0,7
11830,CC(O)OC=CN,6.0,7
11831,CC1OC=CNO1,7.0,7
11832,CC(=O)OC=CN,5.0,7
11833,CCNC=CO,7.0,6
11834,CCNC=COO,8.0,7
11835,CCn1cco1,8.0,6
11836,CCN(O)C=CO,8.0,7
11837,CCN1C=COO1,9.0,7
11838,CC1NC=CO1,8.0,6
11839,CC1OC=CN1O,9.0,7
11840,CC(O)NC=CO,8.0,7
11841,CC1NC=COO1,9.0,7
11842,CC(O)n1cco1,9.0,7
11843,CC1ON1C=CO,9.0,7
11844,CC1(O)NC=CO1,7.0,7
11845,CC12OC=CN1O2,8.0,7
11846,CC(=O)NC=CO,7.0,7
11847,CC(=O)n1cco1,8.0,7
11848,CC=NC=CO,8.0,6
11849,CC=NC=COO,9.0,7
11850,Cc1ncco1,9.0,6
11851,CC(O)=NC=CO,9.0,7
11852,CC1=NC=COO1,10.0,7
11853,CCONC1=CO1,9.0,7
11854,CCNC1=CO1,8.0,6
11855,CCN(O)C1=CO1,9.0,7
11856,CC(O)NC1=CO1,9.0,7
11857,CC1ON1C1=CO1,10.0,7
11858,CC(=O)NC1=CO1,8.0,7
11859,CC=NC1=CO1,9.0,6
11860,CC(O)=NC1=CO1,10.0,7
11861,CCOC=C(N)O,8.0,7
11862,CCOC=C1NO1,9.0,7
11863,CCOC(N)=CO,8.0,7
11864,CCOc1co[nH]1,9.0,7
11865,CC1OC=C(N)O1,7.0,7
11866,CCNC(O)=CO,8.0,7
11867,CCNc1coo1,9.0,7
11868,CCn1occ1O,9.0,7
11869,CCN1OC1=CO,9.0,7
11870,CC1NC(O)=CO1,9.0,7
11871,CC1OC=C2ON21,10.0,7
11872,CC1NC(=CO)O1,9.0,7
11873,CC1Oc2con21,10.0,7
11874,CC12NC(=CO1)O2,8.0,7
11875,CC=NC(O)=CO,9.0,7
11876,CC=Nc1coo1,10.0,7
11877,Cc1nc(O)co1,10.0,7
11878,CC1=NC(=CO)O1,10.0,7
11879,CCOC=C=N,8.0,6
11880,CCOC=C=NO,9.0,7
11881,CCOOC=C=N,9.0,7
11882,CCON=C=CO,9.0,7
11883,CC(O)OC=C=N,7.0,7
11884,CC1OC=C=NO1,8.0,7
11885,CC(=O)OC=C=N,6.0,7
11886,CCN=C=CO,8.0,6
11887,CCN=C=COO,9.0,7
11888,CC1N=C=CO1,9.0,6
11889,CC(O)N=C=CO,9.0,7
11890,CC1N=C=COO1,10.0,7
11891,CC1(O)N=C=CO1,8.0,7
11892,CC(=O)N=C=CO,8.0,7
11893,CCC=CO,6.0,5
11894,CCC=COO,7.0,6
11895,CCC=CON,7.0,6
11896,CCC=COON,8.0,7
11897,CCC=CONO,8.0,7
11898,CCC=CON=O,9.0,7
11899,CC1C=CO1,6.0,5
11900,CC(O)C=CO,6.0,6
11901,CC1C=COO1,7.0,6
11902,CC(O)C=CON,7.0,7
11903,CC(C=CO)ON,7.0,7
11904,CC1C=CONO1,8.0,7
11905,CC1(O)C=CO1,5.0,6
11906,CC1(ON)C=CO1,6.0,7
11907,CC(=O)C=CO,5.0,6
11908,CC(=O)C=CON,6.0,7
11909,CC(N)C=CO,7.0,6
11910,CC(N)C=COO,8.0,7
11911,CC1C=CON1,8.0,6
11912,CC(C=CO)NO,8.0,7
11913,CC1C=COON1,9.0,7
11914,CC1C=CON1O,9.0,7
11915,CC(C=CO)N=O,9.0,7
11916,CC1(N)C=CO1,7.0,6
11917,CC1(NO)C=CO1,8.0,7
11918,CC1(N=O)C=CO1,9.0,7
11919,CC(N)(O)C=CO,7.0,7
11920,CC1(N)C=COO1,8.0,7
11921,CC1(O)C=CON1,8.0,7
11922,CC1(C=CO)NO1,8.0,7
11923,CC12C=CON1O2,9.0,7
11924,CC(=N)C=CO,8.0,6
11925,CC(=N)C=COO,9.0,7
11926,Cc1ccon1,9.0,6
11927,CC(C=CO)=NO,9.0,7
11928,CC1=NOOC=C1,10.0,7
11929,CCC1=CO1,7.0,5
11930,CC(O)C1=CO1,7.0,6
11931,CC(ON)C1=CO1,8.0,7
11932,CC(=O)C1=CO1,6.0,6
11933,CC(N)C1=CO1,8.0,6
11934,CC(NO)C1=CO1,9.0,7
11935,CC(N=O)C1=CO1,10.0,7
11936,CC(N)(O)C1=CO1,8.0,7
11937,CC1(C2=CO2)NO1,9.0,7
11938,CC(=N)C1=CO1,9.0,6
11939,CC(=NO)C1=CO1,10.0,7
11940,CCC(O)=CO,7.0,6
11941,CCc1coo1,8.0,6
11942,CCC(O)=CON,8.0,7
11943,CCC(=CO)ON,8.0,7
11944,CCC1=CONO1,9.0,7
11945,CC1OC=C1O,7.0,6
11946,CC1OC=C1ON,8.0,7
11947,CC1OC1=CO,7.0,6
11948,CC1OC1=CON,8.0,7
11949,CC12OC=C1O2,6.0,6
11950,CC(N)C(O)=CO,8.0,7
11951,CC(N)c1coo1,9.0,7
11952,CC1NOC=C1O,9.0,7
11953,CC1NOC1=CO,9.0,7
11954,CC1C2=CON1O2,10.0,7
11955,CC1(N)OC=C1O,8.0,7
11956,CC12NOC1=CO2,9.0,7
11957,CC1(N)OC1=CO,8.0,7
11958,CC12NOC=C1O2,9.0,7
11959,CC(=N)C(O)=CO,9.0,7
11960,CC(=N)c1coo1,10.0,7
11961,Cc1nocc1O,10.0,7
11962,CC1=NOC1=CO,10.0,7
11963,CCC(N)=CO,7.0,6
11964,CCC(N)=COO,8.0,7
11965,CCc1co[nH]1,8.0,6
11966,CCC(=CO)NO,8.0,7
11967,CCC1=COON1,9.0,7
11968,CCc1con1O,9.0,7
11969,CCC(=CO)N=O,9.0,7
11970,CC1OC=C1N,7.0,6
11971,CC1OC=C1NO,8.0,7
11972,CC1OC=C1N=O,9.0,7
11973,CC(O)C(N)=CO,7.0,7
11974,CC1OOC=C1N,8.0,7
11975,CC(O)c1co[nH]1,8.0,7
11976,CC1ONC1=CO,8.0,7
11977,CC1On2occ21,9.0,7
11978,CC1(O)OC=C1N,6.0,7
11979,CC12OC=C1NO2,7.0,7
11980,CC(=O)C(N)=CO,6.0,7
11981,CC(=O)c1co[nH]1,7.0,7
11982,CC1NC1=CO,8.0,6
11983,CC1NC1=COO,9.0,7
11984,CC1c2con21,9.0,6
11985,CC1C(=CO)N1O,9.0,7
11986,CC1C2=COON21,10.0,7
11987,CC12NC1=CO2,8.0,6
11988,CC12OC=C1N2O,9.0,7
11989,CC1(O)NC1=CO,8.0,7
11990,CC12NC1=COO2,9.0,7
11991,CC1(O)c2con21,9.0,7
11992,CC12ON1C2=CO,9.0,7
11993,CC1=NC1=CO,9.0,6
11994,CC1=NC1=COO,10.0,7
11995,CC=C=CO,6.0,5
11996,CC=C=COO,7.0,6
11997,CC=C=CON,7.0,6
11998,CC=C=COON,8.0,7
11999,CC=C=CONO,8.0,7
12000,CC=C=CON=O,9.0,7
12001,CC1=C=CO1,7.0,5
12002,CC(O)=C=CO,7.0,6
12003,CC1=C=COO1,8.0,6
12004,CC(O)=C=CON,8.0,7
12005,CC(=C=CO)ON,8.0,7
12006,CC1=C=CONO1,9.0,7
12007,CC(N)=C=CO,7.0,6
12008,CC(N)=C=COO,8.0,7
12009,CC1=C=CON1,8.0,6
12010,CC(=C=CO)NO,8.0,7
12011,CC1=C=COON1,9.0,7
12012,CC1=C=CON1O,9.0,7
12013,CC(=C=CO)N=O,9.0,7
12014,CCONC=C=O,7.0,7
12015,CCNC=C=O,6.0,6
12016,CCN(O)C=C=O,7.0,7
12017,CC(O)NC=C=O,7.0,7
12018,CC1ON1C=C=O,8.0,7
12019,CC(=O)NC=C=O,8.0,7
12020,CC=NC=C=O,7.0,6
12021,CC(O)=NC=C=O,8.0,7
12022,CCOC(N)=C=O,7.0,7
12023,CCNC(O)=C=O,7.0,7
12024,CCN1OC1=C=O,8.0,7
12025,CC1NC(=C=O)O1,8.0,7
12026,CC=NC(O)=C=O,8.0,7
12027,CC1=NC(=C=O)O1,9.0,7
12028,CCON=C=C=O,8.0,7
12029,CCN=C=C=O,7.0,6
12030,CC(O)N=C=C=O,8.0,7
12031,CC(=O)N=C=C=O,9.0,7
12032,CCC=C=O,5.0,5
12033,CC(O)C=C=O,6.0,6
12034,CC(C=C=O)ON,7.0,7
12035,CC(=O)C=C=O,6.0,6
12036,CC(N)C=C=O,6.0,6
12037,CC(C=C=O)NO,7.0,7
12038,CC(C=C=O)N=O,8.0,7
12039,CC(N)(O)C=C=O,7.0,7
12040,CC1(C=C=O)NO1,8.0,7
12041,CC(=N)C=C=O,7.0,6
12042,CC(C=C=O)=NO,8.0,7
12043,CCC(O)=C=O,6.0,6
12044,CCC(=C=O)ON,7.0,7
12045,CC1OC1=C=O,7.0,6
12046,CC(N)C(O)=C=O,7.0,7
12047,CC1NOC1=C=O,8.0,7
12048,CC1(N)OC1=C=O,8.0,7
12049,CC(=N)C(O)=C=O,8.0,7
12050,CC1=NOC1=C=O,9.0,7
12051,CCC(N)=C=O,6.0,6
12052,CCC(=C=O)NO,7.0,7
12053,CCC(=C=O)N=O,8.0,7
12054,CC(O)C(N)=C=O,7.0,7
12055,CC1ONC1=C=O,8.0,7
12056,CC(=O)C(N)=C=O,7.0,7
12057,CC1NC1=C=O,7.0,6
12058,CC1C(=C=O)N1O,8.0,7
12059,CC1(O)NC1=C=O,8.0,7
12060,CC12ON1C2=C=O,9.0,7
12061,CC1=NC1=C=O,8.0,6
12062,CC=C=C=O,5.0,5
12063,CC(O)=C=C=O,6.0,6
12064,CC(=C=C=O)ON,7.0,7
12065,CC(N)=C=C=O,6.0,6
12066,CC(=C=C=O)NO,7.0,7
12067,CC(=C=C=O)N=O,8.0,7
12068,CCOC(O)=CN,6.0,7
12069,CCOc1c[nH]o1,7.0,7
12070,CC1OC(=CN)O1,7.0,7
12071,CCNC=C(O)O,6.0,7
12072,CCNC=C1OO1,7.0,7
12073,CCn1cc(O)o1,7.0,7
12074,CC1NC=C(O)O1,7.0,7
12075,CC1Oc2cn1o2,8.0,7
12076,CC12NC=C(O1)O2,8.0,7
12077,CC=NC=C(O)O,7.0,7
12078,CC=NC=C1OO1,8.0,7
12079,Cc1ncc(O)o1,8.0,7
12080,CCOC1=C(N)O1,7.0,7
12081,CCNC1=C(O)O1,7.0,7
12082,CCn1oc2c1O2,8.0,7
12083,CC1NC2=C(O2)O1,8.0,7
12084,CC=NC1=C(O)O1,8.0,7
12085,Cc1nc2c(o1)O2,9.0,7
12086,CCOC(O)=C=N,7.0,7
12087,CCOC1=C=NO1,8.0,7
12088,CC1OC(=C=N)O1,8.0,7
12089,CCN=C=C(O)O,7.0,7
12090,CCN=C=C1OO1,8.0,7
12091,CC1N=C=C(O)O1,8.0,7
12092,CC12N=C=C(O1)O2,9.0,7
12093,CCC=C(O)O,5.0,6
12094,CCC=C1OO1,6.0,6
12095,CCC=C(O)ON,6.0,7
12096,CCC=C1ONO1,7.0,7
12097,CC1C=C(O)O1,6.0,6
12098,CC1C=C(ON)O1,7.0,7
12099,CC12C=C(O1)O2,6.0,6
12100,CC(N)C=C(O)O,6.0,7
12101,CC(N)C=C1OO1,7.0,7
12102,CC1C=C(O)ON1,7.0,7
12103,CC1C=C2ON1O2,8.0,7
12104,CC1(N)C=C(O)O1,7.0,7
12105,CC12C=C(ON1)O2,8.0,7
12106,CC(=N)C=C(O)O,7.0,7
12107,CC(=N)C=C1OO1,8.0,7
12108,Cc1cc(O)on1,8.0,7
12109,CCC1=C(O)O1,6.0,6
12110,CCC1=C(ON)O1,7.0,7
12111,CC1OC2=C1O2,7.0,6
12112,CC(N)C1=C(O)O1,7.0,7
12113,CC1NOC2=C1O2,8.0,7
12114,CC1(N)OC2=C1O2,8.0,7
12115,CC(=N)C1=C(O)O1,8.0,7
12116,Cc1noc2c1O2,9.0,7
12117,CCC(N)=C(O)O,6.0,7
12118,CCC(N)=C1OO1,7.0,7
12119,CCc1[nH]oc1O,7.0,7
12120,CCc1c2on1o2,8.0,7
12121,CC1OC(O)=C1N,7.0,7
12122,CC1Oc2o[nH]c21,8.0,7
12123,CC12OC(=C1N)O2,7.0,7
12124,CC1NC1=C(O)O,7.0,7
12125,CC1NC1=C1OO1,8.0,7
12126,CC1c2c(O)on21,8.0,7
12127,CC12NC1=C(O)O2,8.0,7
12128,CC12Oc3on1c32,9.0,7
12129,CC1=NC1=C(O)O,8.0,7
12130,CC1=NC1=C1OO1,9.0,7
12131,CC=C=C(O)O,5.0,6
12132,CC=C=C1OO1,6.0,6
12133,CC=C=C(O)ON,6.0,7
12134,CC=C=C1ONO1,7.0,7
12135,CC1=C=C(O)O1,6.0,6
12136,CC1=C=C(ON)O1,7.0,7
12137,CC(N)=C=C(O)O,6.0,7
12138,CC(N)=C=C1OO1,7.0,7
12139,CC1=C=C(O)ON1,7.0,7
12140,CC1=C=C2ON1O2,8.0,7
12141,CCON1C=C1,8.0,6
12142,CCOON1C=C1,9.0,7
12143,CC(O)ON1C=C1,7.0,7
12144,CC(=O)ON1C=C1,6.0,7
12145,CCN1C=C1,8.0,5
12146,CC(O)N1C=C1,8.0,6
12147,CC(OO)N1C=C1,9.0,7
12148,CC(=O)N1C=C1,7.0,6
12149,CC(O)(O)N1C=C1,7.0,7
12150,CC1(N2C=C2)OO1,8.0,7
12151,CCOC1=CN1,8.0,6
12152,CCOC1=CN1O,9.0,7
12153,CCOOC1=CN1,9.0,7
12154,CCON1C=C1O,9.0,7
12155,CC(O)OC1=CN1,7.0,7
12156,CC1OC2=CN2O1,8.0,7
12157,CC(=O)OC1=CN1,6.0,7
12158,CCN1C=C1O,8.0,6
12159,CCN1C=C1OO,9.0,7
12160,CC1OC2=CN21,9.0,6
12161,CC(O)N1C=C1O,9.0,7
12162,CC1OOC2=CN21,10.0,7
12163,CC1(O)OC2=CN21,8.0,7
12164,CC(=O)N1C=C1O,8.0,7
12165,CCC=CN,6.0,5
12166,CCC=CNO,7.0,6
12167,CCC=CNOO,8.0,7
12168,CCC=CN=O,8.0,6
12169,CCC=CN(O)O,8.0,7
12170,CCC=Cn1oo1,9.0,7
12171,CC(O)C=CN,6.0,6
12172,CC(C=CN)OO,7.0,7
12173,CC1C=CNO1,7.0,6
12174,CC(O)C=CNO,7.0,7
12175,CC1C=CNOO1,8.0,7
12176,CC1C=CN(O)O1,8.0,7
12177,CC(O)C=CN=O,8.0,7
12178,CC(=O)C=CN,5.0,6
12179,CC(=O)C=CNO,6.0,7
12180,CC(=O)C=CN=O,7.0,7
12181,CC(O)(O)C=CN,5.0,7
12182,CC1(C=CN)OO1,6.0,7
12183,CC1(O)C=CNO1,6.0,7
12184,CC12C=CN(O1)O2,7.0,7
12185,CC1C=CN1,7.0,5
12186,CC1C=CN1O,8.0,6
12187,CC1C=CN1OO,9.0,7
12188,CC1(O)C=CN1,7.0,6
12189,CC1(OO)C=CN1,8.0,7
12190,CC12C=CN1O2,8.0,6
12191,CC1(O)C=CN1O,8.0,7
12192,CC12C=CN1OO2,9.0,7
12193,CC1=NC=C1,8.0,5
12194,CCC(O)=CN,5.0,6
12195,CCC(=CN)OO,6.0,7
12196,CCc1c[nH]o1,6.0,6
12197,CCC(O)=CNO,6.0,7
12198,CCC1=CNOO1,7.0,7
12199,CCc1cn(O)o1,7.0,7
12200,CCC(O)=CN=O,7.0,7
12201,CC1OC1=CN,6.0,6
12202,CC1OC1=CNO,7.0,7
12203,CC1OC1=CN=O,8.0,7
12204,CC(O)C(O)=CN,6.0,7
12205,CC1OOC1=CN,7.0,7
12206,CC(O)c1c[nH]o1,7.0,7
12207,CC1ONC=C1O,7.0,7
12208,CC1On2cc1o2,8.0,7
12209,CC1(O)OC1=CN,6.0,7
12210,CC12ONC=C1O2,7.0,7
12211,CC(=O)C(O)=CN,6.0,7
12212,CC(=O)c1c[nH]o1,7.0,7
12213,CC1NC=C1O,6.0,6
12214,CC1NC=C1OO,7.0,7
12215,CC1c2cn1o2,7.0,6
12216,CC1C(O)=CN1O,7.0,7
12217,CC1C2=CN1OO2,8.0,7
12218,CC12NC=C1O2,7.0,6
12219,CC12OC1=CN2O,8.0,7
12220,CC1(O)NC=C1O,7.0,7
12221,CC12NC=C1OO2,8.0,7
12222,CC1(O)c2cn1o2,8.0,7
12223,CC12ON1C=C2O,8.0,7
12224,CC1=NC=C1O,7.0,6
12225,CC1=NC=C1OO,8.0,7
12226,CCC1=CN1,7.0,5
12227,CCC1=CN1O,8.0,6
12228,CCC1=CN1OO,9.0,7
12229,CC(O)C1=CN1,7.0,6
12230,CC(OO)C1=CN1,8.0,7
12231,CC1ON2C=C12,8.0,6
12232,CC(O)C1=CN1O,8.0,7
12233,CC1OON2C=C12,9.0,7
12234,CC(=O)C1=CN1,6.0,6
12235,CC(=O)C1=CN1O,7.0,7
12236,CC(O)(O)C1=CN1,6.0,7
12237,CC1(C2=CN2)OO1,7.0,7
12238,CC1(O)ON2C=C21,7.0,7
12239,CC1C2=CN21,8.0,5
12240,CC1(O)C2=CN21,8.0,6
12241,CC1(OO)C2=CN21,9.0,7
12242,CC=C=CN,6.0,5
12243,CC=C=CNO,7.0,6
12244,CC=C=CNOO,8.0,7
12245,CC=C=CN=O,8.0,6
12246,CC=C=CN(O)O,8.0,7
12247,CC=C=Cn1oo1,9.0,7
12248,CC(O)=C=CN,7.0,6
12249,CC(=C=CN)OO,8.0,7
12250,CC1=C=CNO1,8.0,6
12251,CC(O)=C=CNO,8.0,7
12252,CC1=C=CNOO1,9.0,7
12253,CC1=C=CN(O)O1,9.0,7
12254,CC(O)=C=CN=O,9.0,7
12255,CC1=C=CN1,7.0,5
12256,CC1=C=CN1O,8.0,6
12257,CC1=C=CN1OO,9.0,7
12258,CCOn1c2oc1=2,10.0,7
12259,CCn1c2oc1=2,9.0,6
12260,CC(O)n1c2oc1=2,10.0,7
12261,CC(=O)n1c2oc1=2,9.0,7
12262,CCOC1=C(O)N1,9.0,7
12263,CCOc1c2on1-2,10.0,7
12264,CC1OC2=C(N2)O1,8.0,7
12265,CCN1C(O)=C1O,9.0,7
12266,CCN1c2ooc21,10.0,7
12267,CC1OC2=C(O)N21,10.0,7
12268,CC12OC3=C(O1)N32,9.0,7
12269,CCOC1=C=N1,9.0,6
12270,CCOOC1=C=N1,10.0,7
12271,CC(O)OC1=C=N1,8.0,7
12272,CC(=O)OC1=C=N1,7.0,7
12273,CCC=C(N)O,7.0,6
12274,CCC=C(N)OO,8.0,7
12275,CCC=C1NO1,8.0,6
12276,CCC=C(O)NO,8.0,7
12277,CCC=C1NOO1,9.0,7
12278,CCC=C1ON1O,9.0,7
12279,CCC=C(O)N=O,9.0,7
12280,CC1C=C(N)O1,7.0,6
12281,CC1C=C(NO)O1,8.0,7
12282,CC1C=C(N=O)O1,9.0,7
12283,CC(O)C=C(N)O,7.0,7
12284,CC1C=C(N)OO1,8.0,7
12285,CC(O)C=C1NO1,8.0,7
12286,CC1C=C(O)NO1,8.0,7
12287,CC1C=C2ON2O1,9.0,7
12288,CC1(O)C=C(N)O1,6.0,7
12289,CC12C=C(NO1)O2,7.0,7
12290,CC(=O)C=C(N)O,6.0,7
12291,CC(=O)C=C1NO1,7.0,7
12292,CC1C=C(O)N1,8.0,6
12293,CC1C=C(OO)N1,9.0,7
12294,CC1C=C2ON21,9.0,6
12295,CC1C=C(O)N1O,9.0,7
12296,CC1C=C2OON21,10.0,7
12297,CC12C=C(N1)O2,8.0,6
12298,CC12C=C(O1)N2O,9.0,7
12299,CC1(O)C=C(O)N1,8.0,7
12300,CC12C=C(N1)OO2,9.0,7
12301,CC1(O)C=C2ON21,9.0,7
12302,CC12C=C(O)N1O2,9.0,7
12303,CC1=NC(O)=C1,9.0,6
12304,CC1=NC(OO)=C1,10.0,7
12305,CCC1=C(N)O1,6.0,6
12306,CCC1=C(NO)O1,7.0,7
12307,CCC1=C(N=O)O1,8.0,7
12308,CC(O)C1=C(N)O1,7.0,7
12309,CC1ONC2=C1O2,8.0,7
12310,CC(=O)C1=C(N)O1,7.0,7
12311,CC1NC2=C1O2,7.0,6
12312,CC1C2=C(O2)N1O,8.0,7
12313,CC1(O)NC2=C1O2,8.0,7
12314,CC12ON1C1=C2O1,9.0,7
12315,Cc1nc2oc1=2,8.0,6
12316,CCC(O)=C(N)O,6.0,7
12317,CCc1ooc1N,7.0,7
12318,CCC(O)=C1NO1,7.0,7
12319,CCc1o[nH]c1O,7.0,7
12320,CCc1on2c1O2,8.0,7
